indice,TransactionID,y,score_lgb,score_hard_lgb,score_segment_lgb,score_catboost,score_xgboost,score_stack_raw,score_stack,score_candidato_v4
413476,3400476,0,0.0109619075838286,0.0130366105272311,0.0045183755568543,0.0189384267608764,0.024759611,0.0137994304048554,0.0176103759990298,0.015877029894770606
413477,3400477,0,0.0005225912422371,0.0005045765179525,0.0008386688710697,0.0042715439285929,0.0018030119,0.0101954755270589,0.0134467858212676,0.00417953909136031
413478,3400478,0,0.0040084481309316,0.0028597872734184,0.0024003259308123,0.0139957710452005,0.0034708225,0.0125437694640007,0.0161752601609253,0.00962985043981688
413479,3400479,1,0.0077228208755167,0.0111109142504228,0.0082434918868177,0.0192768230773066,0.010536963,0.0139234638057461,0.0177513283773015,0.02547629338612229
413480,3400480,0,0.0040584813001904,0.0021080363203539,0.0047451169943108,0.0197323421036186,0.003930345,0.0105768418703174,0.01389425446813,0.016502011919226497
413481,3400481,0,0.0032346860289369,0.001872813409128,0.0023824800319776,0.0171766351848681,0.009684291,0.0180619315660594,0.0223816873605108,0.009573101119327892
413482,3400482,0,0.0006974148158113,0.0006009252445764,0.0004812913602179,0.0074203548984767,0.0015677724,0.0124953037013805,0.0161195576031081,0.002686847275225655
413483,3400483,0,0.0123661791116584,0.0137693769925841,0.0181946229891249,0.0147700853135267,0.012468816,0.0125008731894922,0.0161259599305136,0.04722090849199257
413484,3400484,0,0.0138557822972531,0.0114381630087291,0.0107484634604113,0.0365971159046826,0.03625232,0.0144608244934202,0.018360395544769,0.03135576314597471
413485,3400485,1,0.9550391386633856,0.9747141301039518,0.9131226896071484,0.8705320104758868,0.75032425,0.9992876075156216,0.9981257810383192,0.8863439506379689
413486,3400486,0,0.0047136157058621,0.0036888462676683,0.0036618900529157,0.0102125483491155,0.006599224,0.010681292067947,0.0140164956790932,0.013449975606553428
413487,3400487,0,0.0171970285019342,0.0126121711415055,0.0195254163734048,0.015811833798444,0.023105156,0.0126287171944187,0.0162728346074071,0.04987148964488898
413488,3400488,0,0.0011579713195738,0.0012331114516891,0.001117352304908,0.0117648585336471,0.0048300354,0.0116202289825555,0.015109595035484,0.005250029734727131
413489,3400489,0,0.0013121425519484,0.0009169658424349,0.0028609896659943,0.0383122843573456,0.016922448,0.0246573879576116,0.0295277098396672,0.011065665544957252
413490,3400490,0,0.001794378735329,0.0018342646797163,0.0024484106401602,0.0103252795056814,0.006370464,0.0137344626344331,0.0175364901064186,0.009782312727882162
413491,3400491,0,0.0015398685450897,0.0016083370302564,0.000755859198879,0.0057778467981517,0.0018822226,0.0114750011299404,0.0149411812472722,0.0038479068028108463
413492,3400492,0,0.0020836014945691,0.0010501003316715,0.0007795412497914,0.0145777685059523,0.008255935,0.0120166646760547,0.0155681464555986,0.003943483079611642
413493,3400493,0,0.0027586478323697,0.0017354411475228,0.0039528346537526,0.0097215528602238,0.012203982,0.0117064119755079,0.0152094270443934,0.014287070794364452
413494,3400494,0,0.0003227634278247,0.000271848537106,0.0002466224218254,0.0070037264538193,0.003735007,0.0099679352638542,0.0131789286331589,0.001577563654727732
413495,3400495,0,0.0138310580647654,0.0079346305087066,0.0130626841188421,0.0102093246687169,0.0034424113,0.0094988174304108,0.0126245379844232,0.03650686373839933
413496,3400496,0,0.0004575566346211,0.0003605411906106,0.0003050609458632,0.0035896886703171,0.0021317748,0.0132209382214607,0.0169510915581227,0.001868784529283112
413497,3400497,0,0.0002925072332162,0.00017123337769,0.0001483988534715,0.0042135626925847,0.0011598477,0.011336915433574,0.0147808310096598,0.0010524173685933624
413498,3400498,1,0.9758269588360956,0.9807244479208151,0.9800229006226816,0.9471204397350028,0.7550327,0.9993023126865184,0.9981603809904168,0.9638413429659407
413499,3400499,0,0.0004808718807388,0.0002346729791844,0.0006122701278674,0.00839023184097,0.0045460644,0.0184216219318298,0.0227781364270455,0.0032541520961264247
413500,3400500,0,0.0010049845150118,0.0009502104653903,0.0005425347372967,0.0123778145549947,0.018612271,0.013563597959736,0.0173419850227237,0.0029556130695764923
413501,3400501,0,0.0011838678163742,0.0013848238589159,0.0013162840437908,0.0081903873815008,0.008279937,0.0262609874393781,0.0312305834097506,0.005979737545137271
413502,3400502,0,0.0078902835239871,0.0039170368138167,0.0286330722801462,0.213950500788483,0.039727416,0.0082875900990448,0.0111787139872761,0.06696493019936424
413503,3400503,0,0.0023222737139649,0.0023037071983476,0.0022529114998396,0.0190873931062968,0.007473295,0.0158463629813802,0.019919475436596,0.009158306027817508
413504,3400504,0,0.0014862740832977,0.0010925166487913,0.0022595040088253,0.0191780885291034,0.0051513985,0.01497631154509,0.0189423092599766,0.009179531478731911
413505,3400505,0,0.00148273129542,0.0011550628840031,0.000825049986028,0.0120393284304772,0.008981319,0.0112333269369083,0.0146603984079041,0.004125482745065183
413506,3400506,0,0.00353154147363,0.0023358661397943,0.0021992833801672,0.0061370397299882,0.003018961,0.011734649813296,0.0152421192573154,0.008985147933848478
413507,3400507,0,0.050124107560491,0.0203794390854175,0.0772837118591629,0.0913018052929067,0.02074538,0.0235582409458524,0.0283533854206629,0.14171197053497847
413508,3400508,0,0.0157633592909253,0.0117568928343702,0.0206895315939281,0.0289417317107833,0.014583757,0.0125431612847014,0.0161745613176965,0.052153586207342784
413509,3400509,0,0.0031814653450381,0.0031977598794088,0.0032165228420375,0.0172079088199657,0.005637074,0.0161176463131839,0.020222922314451,0.012139834716642352
413510,3400510,0,7.784214905675165e-05,4.200336688362437e-05,8.335765266707396e-05,0.0086771634071504,0.003050167,0.0084784260689171,0.0114079770984614,0.0006645085588848534
413511,3400511,0,0.000447346245127,0.0004689781473839,0.000537429850714,0.0090914332265228,0.0019010867,0.0095532661423623,0.0126890362141456,0.0029334584168976
413512,3400512,0,0.0002899632574185,0.0003284650983021,0.0001678503611357,0.0136027929928483,0.002435327,0.0094361433239614,0.0125502457174755,0.001160974045075537
413513,3400513,0,0.0004319468490474,0.0003216267279521,0.0002602642417162,0.0039088239638732,0.001250163,0.008456528748029,0.0113816995450243,0.0016467032206226371
413514,3400514,0,0.0013121425519484,0.0008741114808165,0.0028592821879556,0.0382716720118972,0.01850615,0.0248559204926148,0.0297391897501213,0.011060439869695165
413515,3400515,0,0.0007048502774998,0.0007660861183042,0.0004769202962704,0.012140261638713,0.012939685,0.011312952690545,0.0147529826454094,0.0026674046021905656
413516,3400516,0,0.002121356802619,0.0018560896249972,0.0030598651663635,0.0100891913773338,0.005370102,0.0169519739618809,0.0211526516863403,0.011669853971114615
413517,3400517,0,0.000525139856031,0.0007380730634408,0.0008733305505098,0.0047932964785041,0.0015195705,0.010075953304902,0.0133061691646889,0.004316306983551739
413518,3400518,0,0.1081108118041279,0.0612010798481947,0.1230748663526407,0.0757906582534001,0.07984607,0.0632632243925626,0.0682670069909357,0.19951663678073794
413519,3400519,0,0.0070681036169196,0.0124443938966183,0.0052363967453855,0.0118845958120288,0.0050467886,0.0159401516133072,0.020024448636759,0.017834177277142125
413520,3400520,0,0.0085195519951249,0.0055477117978909,0.0060904670592783,0.02531231172461,0.03202386,0.0277114006028654,0.0327607727700121,0.020086432138375784
413521,3400521,0,0.0028942678663775,0.0019835482303321,0.0047415035791555,0.0409753284493964,0.035413507,0.0116697322194497,0.0151669482032051,0.01649210428759219
413522,3400522,0,0.0138876094904831,0.0090689471416437,0.0091114197971254,0.0167338136496018,0.005197094,0.0195971989915561,0.0240679285132137,0.02755471840549666
413523,3400523,0,0.0011046831572656,0.0011800525154436,0.0006715625554942,0.0131982304340997,0.0074797347,0.0134472674250942,0.0172094037595146,0.003502483008446969
413524,3400524,0,0.0002463649206139,0.0001900264203414,0.0001312893316975,0.0033610339031029,0.0020425965,0.0116879388273981,0.0151880351282591,0.0009545123171546046
413525,3400525,0,0.0194558600129443,0.0119866985336835,0.033249229364858,0.0129107424555944,0.017769318,0.0187164642179185,0.0231024659332689,0.07507472380749151
413526,3400526,0,0.003234856251483,0.0037347766531962,0.0027566254862284,0.0050684524291393,0.006495534,0.0128086815450337,0.0164793094072999,0.010745013927467132
413527,3400527,0,0.0061218183318604,0.0049694695692471,0.0076264249599005,0.0140551780736829,0.004748937,0.0121279773033413,0.0156965967780385,0.02396817366727245
413528,3400528,1,0.9661867487496806,0.9784288398112286,0.9547421197747976,0.6509560450161338,0.95368,0.9997306607330992,0.9992141923992044,0.931485726954805
413529,3400529,0,0.0009362834788163,0.0007190269737937,0.0009458440276371,0.0105120069417364,0.008473269,0.0161044292477441,0.0202081514764858,0.004598860303182162
413530,3400530,0,0.004387489461442,0.0041277752817933,0.0026257238865309,0.0114095919197349,0.0057433587,0.0088994597460032,0.0119118049582404,0.010339117494025996
413531,3400531,0,0.0041312754825003,0.0051831940368779,0.0034760252399664,0.0063638231644911,0.0052374974,0.0107707162179847,0.0141210464973909,0.01290766593369923
413532,3400532,0,0.0049197504474256,0.0031883330445584,0.0028578166787786,0.0350041480181155,0.015986612,0.011146828624965,0.0145597408413415,0.011055954196987168
413533,3400533,0,0.0013186133817402,0.0011230062541731,0.0006292804393064,0.0046203445017198,0.0021189132,0.0169164619516276,0.0211131846400188,0.003325883787502815
413534,3400534,0,0.0013809532887469,0.0009113560739097,0.0031348989611287,0.0382716720118972,0.02171958,0.0252889022490237,0.0301997555997561,0.01189559057165177
413535,3400535,0,0.006632455071613,0.0042482601794322,0.0120711643123413,0.0063342418560362,0.006118723,0.0132418189867298,0.016974943450121,0.03432864261302576
413536,3400536,0,0.0004925018891882,0.0005420813692828,0.0003421751457679,0.0027430908052586,0.0031867328,0.0091406955604922,0.0121992900337223,0.0020477329250648125
413537,3400537,0,0.0046092440857014,0.0060386403571232,0.003468348327211,0.0270909574570726,0.006653773,0.0151759623294118,0.0191670854524757,0.012885133306002185
413538,3400538,0,0.0024145457776848,0.0020595463308175,0.0020691048677394,0.0117340757773752,0.004038563,0.0082990340598768,0.011192478565732,0.008561021192447503
413539,3400539,0,0.0129038583384648,0.0254627309256345,0.0119147788632039,0.0150151393762147,0.02078083,0.0247937003157532,0.0296729322636628,0.03398129862406348
413540,3400540,0,0.0006868321131519,0.0006042273879436,0.0003041690058764,0.0115844663409995,0.0060589034,0.0097978184182888,0.0129782290053371,0.001864430965479506
413541,3400541,0,0.007194101185853,0.0062991198560939,0.0250227081462051,0.0208637211464392,0.05294016,0.0128941054343679,0.0165772042282327,0.06038338231612966
413542,3400542,0,0.0021029741446358,0.0009078443106746,0.005332557585374,0.0090863356227414,0.0007572803,0.0088620798745399,0.0118671824311096,0.018091627221812925
413543,3400543,0,0.0003514852020535,0.0003738508231178,0.0005147745126645,0.0057193467072351,0.0028046307,0.0102334324851223,0.0134914036266961,0.002834606309471302
413544,3400544,0,0.0009161914498445,0.000885055783008,0.0019664391312645,0.0109100711922449,0.0014869573,0.0140967472380108,0.0179480157079397,0.008222530898482447
413545,3400545,0,0.0032913072449527,0.0028793752894456,0.0026601964305344,0.0090109280640617,0.0045400434,0.0254268556139137,0.030346311632376,0.010446421265899548
413546,3400546,0,0.0007673639416738,0.0004983217948013,0.0009260170544049,0.0132876821179599,0.0026005297,0.0128594128532997,0.0165374556195443,0.004522064814668604
413547,3400547,0,0.0004411864590035,0.0004470951793748,0.0003134838060379,0.0041706022817829,0.007911916,0.013479341175318,0.0172459707008695,0.00190976938753876
413548,3400548,0,0.0286678948045251,0.0122948975870535,0.0365399575990632,0.0704782148762998,0.027651545,0.0143623482454571,0.0182489693633444,0.08067448628496023
413549,3400549,0,0.0042222597787367,0.0038506204545831,0.0026796070956276,0.0275963475432212,0.0054456014,0.0181057700319596,0.02243005271067,0.010506710312129162
413550,3400550,0,0.0028117886494685,0.0020866805808483,0.0039208524937011,0.0113431539678023,0.014586924,0.0196448180250975,0.0241199886529499,0.014195726098121536
413551,3400551,0,0.0003086255528801,0.0002273392472571,0.0001794424202347,0.0047246642937946,0.003156952,0.0117147946376832,0.0152191329390697,0.001224438546489118
413552,3400552,0,0.0022262563152953,0.0015246163620884,0.0021386442548427,0.0102279662013259,0.00568852,0.0165658937880994,0.0207230741660757,0.008788266455314633
413553,3400553,0,0.0023499967548381,0.0016835017600122,0.0044860718385368,0.0243492130594231,0.0100567965,0.0102469048731982,0.0135072358096387,0.015787434927838302
413554,3400554,0,0.0302363267664993,0.0195005244403328,0.038064898400044,0.1363604669998975,0.09793707,0.0253799316906972,0.0302964715768748,0.08322336185014043
