indice,TransactionID,y,score_A,score_B,score_C,score_D,score_A_V6_control
413516,3400516,0,0.00599751430576365,0.007676337403578073,0.00587967527356824,0.012722038092311615,0.011704364056968388
413517,3400517,0,0.0027717282700948937,0.007152149269925285,0.002940515533574307,0.020858217592829794,0.00433461883438114
413518,3400518,0,0.14909997824547244,0.1219987690278382,0.15609206523713096,0.0325757094380156,0.19937936693937794
413519,3400519,0,0.013608341465752965,0.018870121736319766,0.014030081137894513,0.017937803947791618,0.017877051351905166
413520,3400520,0,0.025676638454743547,0.03133435657744205,0.026683469683095113,0.016952192207226734,0.020131592658369394
413521,3400521,0,0.012853479875326658,0.011438758925718483,0.012298089592287871,0.11261524294371669,0.016533439087169643
413522,3400522,0,0.018670614977668268,0.030628514838549517,0.02007290156695451,0.04612506984268493,0.027605229751249027
413523,3400523,0,0.006030913064530766,0.008355409523861265,0.005990586344276864,0.003107285677955731,0.0035182820096433826
413524,3400524,0,0.00123410699351122,0.005229490588092777,0.001367996245076722,0.01571145185879211,0.0009604044421625573
413525,3400525,0,0.050991697550718425,0.08090165026039592,0.05703996716870745,0.007971057755942994,0.07511331842168564
413526,3400526,0,0.007567599833426584,0.02905386120060126,0.008976365465804449,0.016884860858768808,0.01077794201866302
413527,3400527,0,0.017791614396161108,0.009259942903045177,0.015841808967686208,0.0014363904960716257,0.02401650490176302
413528,3400528,1,0.9749597430208002,0.5262317718758384,0.9683315790853596,0.05573641021390965,0.9311079139566754
413529,3400529,0,0.00505386743284192,0.007638444733865768,0.005050830375747917,0.01133916008245553,0.004617995946952406
413530,3400530,0,0.00914280022425685,0.005583854343753134,0.008103507529014235,0.01985623086885016,0.010371318674932253
413531,3400531,0,0.007813961717917005,0.015539625218972149,0.008330785415177781,0.01952726212508245,0.012944143242127918
413532,3400532,0,0.018699106291366892,0.04076532129977754,0.02106950200301245,0.0291017587069764,0.011089425444864673
413533,3400533,0,0.0023813140551872405,0.009336523751048365,0.002686046973846171,0.018321172527073076,0.003341106940869103
413534,3400534,0,0.008936884083692554,0.031028993584583702,0.01050759296619033,0.04202894415118035,0.011930471819083372
413535,3400535,0,0.013600377788049156,0.008962416595597199,0.012426741632856229,0.02757868702882514,0.03438163179208054
413536,3400536,0,0.0017616436964230486,0.00474259847573277,0.001843383361803936,0.020387553642120523,0.0020583776484939626
413537,3400537,0,0.017234257044696416,0.040251040920909864,0.019567616660377214,0.034356674341092415,0.012921576252153764
413538,3400538,0,0.007247519571479213,0.007105043488875192,0.006862791751712312,0.005571144240909151,0.008589779094761156
413539,3400539,0,0.020914773607485282,0.02579523417011549,0.021571889525129093,0.024181202461590424,0.03403420725755738
413540,3400540,0,0.003346062265745787,0.006561504421198498,0.003423885442607259,0.011808599310061507,0.0018743463772318075
413541,3400541,0,0.0503020787328586,0.09247509038981819,0.05763947762945569,0.03793497539601422,0.06043164388232824
413542,3400542,0,0.010965538633592198,0.004393043604126517,0.009154425803765676,0.012377655271529644,0.018134780932265677
413543,3400543,0,0.002124103364166506,0.004650035971345575,0.0021674844747447135,0.017635204524961527,0.002848161610141554
413544,3400544,0,0.006572809424990283,0.01600217156271529,0.007186021037326301,0.014385756931544622,0.008250581175128193
413545,3400545,0,0.006617216997641711,0.006452849209643614,0.006234696104126,0.03678548102079242,0.010478816620889975
413546,3400546,0,0.005395840112561758,0.003959789447968082,0.0048099355086797125,0.03678748500021688,0.0045409788476666844
413547,3400547,0,0.0017561279229894415,0.003792381911711221,0.0017726243095045617,0.006878052219492847,0.0019198672605251136
413548,3400548,0,0.07028298537952397,0.02343712432505934,0.06210821804616806,0.027069572270956778,0.08070840600924915
413549,3400549,0,0.004804354702791436,0.010131578820601214,0.005057495276752913,0.046080636015034246,0.010539214127196635
413550,3400550,0,0.009759541890456103,0.03010056256397163,0.011298705994849749,0.017735400312873597,0.01423408396742674
413551,3400551,0,0.0014500087044452808,0.004262235446945947,0.001525568246015323,0.026242763866334774,0.001231607894067718
413552,3400552,0,0.00911438242545298,0.014704179360768843,0.009457235017598853,0.0314128973801707,0.00881748953165198
413553,3400553,0,0.01838845288042309,0.04376328686945767,0.021006774232317275,0.019322518364333963,0.015827904226672435
413554,3400554,0,0.1511190898687159,0.24940446063961286,0.17768045907444133,0.05024389583150732,0.08325499364843404
413555,3400555,1,0.010658766158766665,0.0174151378558221,0.011162179724177339,0.011804914555324014,0.010123524528010758
413556,3400556,0,0.00739144664864287,0.006098421335714892,0.006812077734919117,0.006701927903696316,0.008240233679692647
413557,3400557,0,0.0011763217818328761,0.003589927916283037,0.0012334067698856793,0.02409113109708464,0.0012113310856116605
413558,3400558,0,0.004048382423410045,0.009878393635028666,0.004330294638482632,0.06356204721174555,0.0063685422334740635
413559,3400559,0,0.004989218330524316,0.01675076720014771,0.005677019017705603,0.037082523671687254,0.008629540284958206
413560,3400560,0,0.0023314412087194454,0.0053113172229582355,0.0024046962879103215,0.03208958914934645,0.001992962978172536
413561,3400561,0,0.0077404546026785,0.007187908230259422,0.007287152022699465,0.019012518593326633,0.004997529542501111
413562,3400562,0,0.005475618882819191,0.01699743837050907,0.006177385652835846,0.010366226426750435,0.00278903676794319
413563,3400563,0,0.002011426758182533,0.005885679837541433,0.002146440863240271,0.021984458092268126,0.001553330114706797
413564,3400564,0,0.002009918877604046,0.003762800024434396,0.001994426951955552,0.005921942900830009,0.0023562806026136557
413565,3400565,0,0.006088061538084219,0.008180963810404517,0.0060199825062712976,0.029049587014950556,0.006256902796581964
413566,3400566,0,0.003560206026991477,0.008409590681614702,0.0037658038054430507,0.019057301547633364,0.006234982518516121
413567,3400567,0,0.006709046734686999,0.006689888213999195,0.006348113449728141,0.011826291459513449,0.009571843656872995
413568,3400568,1,0.004335051387521568,0.007724531550841584,0.004419101041237268,0.021768115830848235,0.003928850005356061
413569,3400569,0,0.0042491874634366785,0.007718773545008446,0.0043412161448459705,0.04229367544157955,0.0043852146241255795
413570,3400570,0,0.01331294902372458,0.006853440808864529,0.01167689263699751,0.03134853386254862,0.022887660216049
413571,3400571,0,0.0007217678431022747,0.004593497036472537,0.000834205631030652,0.0044957283704546765,0.0009258225058435757
413572,3400572,0,0.0013401844023608034,0.0045419198850287475,0.001437897790501403,0.01976035468072265,0.0014159951601464512
413573,3400573,0,0.002743912149621415,0.007643867971584309,0.002946212261450894,0.013931013768909118,0.0014235320991983398
413574,3400574,0,0.045613608049621585,0.044592820365748576,0.04690409556598317,0.008874076441215593,0.020355076118336334
413575,3400575,0,0.01314845270930393,0.0067306098318803765,0.011515530492720569,0.022430144789008316,0.008423972894126884
413576,3400576,0,0.023739221835218417,0.011299057377032526,0.021113005956915287,0.0038417045261238477,0.030884124472188083
413577,3400577,0,0.005828939842455836,0.03068395155489697,0.007195943562314836,0.028970375245245334,0.007099130946452857
413578,3400578,0,0.026829736607475226,0.015430975076430287,0.024736492636601933,0.03399777748331721,0.018938611758944575
413579,3400579,0,0.016396779260116835,0.013700410071874834,0.01570160560446744,0.03361281361110499,0.015751921461731273
413580,3400580,0,0.0014902218437707977,0.004783493908431034,0.0015924829876243943,0.007031835501320324,0.0014304136691551444
413581,3400581,0,0.010234818153557357,0.020692108107329243,0.01107762614958665,0.046574921815173025,0.01494702814477324
413582,3400582,0,0.07324069370810833,0.30290355742974373,0.09925260647403467,0.027272786036497475,0.17157611402818254
413583,3400583,0,0.010894675375784507,0.010078176227716916,0.010410962276229988,0.018049473877628383,0.01011956112296726
413584,3400584,0,0.0010913248312633933,0.004726024881878597,0.001207222144341273,0.02135605651880734,0.0013051209342216546
413585,3400585,0,0.0016035454989000507,0.005404287542690809,0.001733014184626631,0.019565238210708415,0.001658324427340535
413586,3400586,0,0.005101312706138589,0.019035889977188174,0.0059122997431570725,0.019938482072795142,0.0046097583360664275
413587,3400587,0,0.015524493482976229,0.007943205557103141,0.01369932705216956,0.02469209096126412,0.0128768918536705
413588,3400588,0,0.0015441726011793566,0.004257302015543133,0.001612397028513597,0.042630897013034345,0.0015967751756312074
413589,3400589,0,0.013819769431490164,0.032436369935261854,0.015543369480778951,0.053344083452243486,0.024999319275500625
413590,3400590,0,0.0018576247218383768,0.018663910476957344,0.0024170751996011154,0.019846113021590485,0.001986812084612487
413591,3400591,0,0.007086711051997973,0.006522446236775255,0.006635354208887172,0.0191878341920995,0.0060856259751808535
413592,3400592,0,0.006704673372037462,0.003801050065625076,0.005788828254820773,0.02905466963122377,0.010723910189984271
413593,3400593,0,0.029368920135760777,0.016746230647546326,0.02715143291786793,0.006523110924729271,0.03014635249051234
413594,3400594,0,0.004439599430733626,0.012565556540215947,0.004885886573829979,0.009979386113130678,0.006058065166138607
413595,3400595,0,0.0007033029262733103,0.004393266213436125,0.000809440725086852,0.006299870394898092,0.0007764507703026977
413596,3400596,0,0.032190354591503004,0.02121119804216903,0.030585947771964772,0.026149495138664516,0.027675604409715133
413597,3400597,0,0.017828298363737845,0.031035430127708357,0.019314218641080176,0.005426792291920038,0.010729613943688916
413598,3400598,0,0.015125424913642322,0.01324397796174258,0.014541039452965608,0.14510382588229562,0.016764489084622313
413599,3400599,0,0.006824607518537187,0.004366057298328222,0.006013724870840898,0.013802610243904164,0.009522025103793729
413600,3400600,0,0.013788055912250111,0.03574242218940317,0.01576292032375613,0.04630213758832809,0.011554312186040736
413601,3400601,0,0.0023065736290261906,0.004633396026736861,0.002329700849019711,0.005256630387534691,0.0023984054125847083
413602,3400602,0,0.01013056652613874,0.006689093374974157,0.009135753986059753,0.011849402879745488,0.01803700234840468
413603,3400603,0,0.004011940283824649,0.004129694236072814,0.003727563097120865,0.0041346861459746,0.005585384613418475
413604,3400604,0,0.010976594712863965,0.015976768429156626,0.011295381636869245,0.01791193392364237,0.010343476744725572
413605,3400605,0,0.013438630117734243,0.010825138614918841,0.012677618137163548,0.008475110215612983,0.040250102969922506
413606,3400606,0,0.005592603498792115,0.005662384725809744,0.005261114377628169,0.05068752825428008,0.003610501501539821
413607,3400607,0,0.03149563775269338,0.006984491519884769,0.02511990654840245,0.10665276109279959,0.02303452890710455
413608,3400608,0,0.004829881807848107,0.004933486168915651,0.004519876839687357,0.02625934201957337,0.004628298294176701
413609,3400609,0,0.001886311695732797,0.005872461159095907,0.0020274028871899974,0.029195703639875968,0.0009542471270126671
413610,3400610,0,0.005516955340500487,0.004035585452466001,0.0049202865995680595,0.004934029671622638,0.0066545471511116954
413611,3400611,0,0.009906601328769107,0.00569926954142142,0.00872787296536505,0.10788147943841177,0.011038332463791099
413612,3400612,0,0.02513238114239632,0.04531843349848033,0.02781875135153388,0.023605423052723225,0.017090476851664056
413613,3400613,0,0.09039968808869568,0.08081445796564311,0.09427485880435735,0.011383591052207737,0.12663513112619443
413614,3400614,0,0.020716343497835077,0.01693893716529866,0.019979430107694304,0.015440383793073494,0.03038582256707561
413615,3400615,0,0.004447660822795842,0.004239005691567894,0.004100252090306002,0.0029010950929246105,0.005100775122545812
413616,3400616,1,0.4840919092084844,0.025016395906187733,0.38218272208419574,0.03412202430290466,0.567604167677214
413617,3400617,0,0.00674571661508653,0.01109909846068998,0.006926115749941799,0.0075577992152047494,0.002668101506552938
413618,3400618,0,0.007378359754484547,0.008715490907779056,0.007207313240744519,0.045532620275434914,0.003675496930570114
413619,3400619,0,0.005586158193893259,0.0035997202004715927,0.004883448930738318,0.02785145425050665,0.00964502540604587
413620,3400620,0,0.006169226890676808,0.015098051713438549,0.006730883641273231,0.02289313995467984,0.00530682316032372
413621,3400621,0,0.0076064404644372325,0.01529101787652445,0.008113832914195549,0.013996272112828412,0.0031050594862935847
413622,3400622,0,0.025424217503780266,0.028943906684338085,0.026112199992685492,0.005111563619622933,0.027952967679050745
413623,3400623,0,0.011939389481238414,0.005570079088201292,0.010255635310503743,0.11673942416369619,0.00908375875407419
413624,3400624,0,0.003640378393873324,0.004163503019992094,0.0034255287625170236,0.02850975112904053,0.004209697329262122
413625,3400625,0,0.013724989982674855,0.017325549089186446,0.01394080923512928,0.017113239854036802,0.015252367582075658
413626,3400626,0,0.0038062289500585276,0.016332177453549583,0.004452646821580131,0.012156738760718697,0.0030664906769639153
413627,3400627,0,0.010041017234985117,0.010963906641866538,0.009820508484564769,0.0015185682390371142,0.015282076571067988
413628,3400628,0,0.010556894785668744,0.01911065493474512,0.011237348943015445,0.06947427767130726,0.013372495683856966
413629,3400629,0,0.013705342276352752,0.008644221835304649,0.012438566446740618,0.014894571037568829,0.009234701281699478
413630,3400630,0,0.0027908989524003565,0.00955420248242018,0.0031015733194033317,0.020592874230723746,0.0031791744146853988
413631,3400631,0,0.06474657131433943,0.22986753774329824,0.084448554854649,0.03692025127436457,0.06200336236586423
