indice,TransactionID,y,score_tabular
413867,3400867,0,0.06301235965934131
413868,3400868,0,0.004807294402812255
413869,3400869,0,0.011880429583990625
413870,3400870,0,0.006523551000342756
413871,3400871,0,0.06444628504627736
413872,3400872,0,0.00962044782401126
413873,3400873,0,0.022562588267319245
413874,3400874,0,0.008696612812170825
413875,3400875,0,0.07755500396200304
413876,3400876,0,0.013706156469671125
413877,3400877,0,0.006349355040702505
413878,3400878,0,0.006578311194759224
413879,3400879,0,0.010588846289972838
413880,3400880,0,0.027355304377660282
413881,3400881,0,0.003140600657457505
413882,3400882,0,0.010278792888363798
413883,3400883,0,0.1048296583200282
413884,3400884,0,0.014704297514351143
413885,3400885,0,0.06492925610352356
413886,3400886,0,0.016358045802971486
413887,3400887,0,0.01382932992354351
413888,3400888,0,0.009024292173936568
413889,3400889,0,0.0035907344512138744
413890,3400890,0,0.017773616350030018
413891,3400891,0,0.0035932640844887676
413892,3400892,0,0.005275195497853271
413893,3400893,0,0.018439923637684322
413894,3400894,0,0.0041870284980130195
413895,3400895,0,0.013375232165588405
413896,3400896,0,0.00489260075992788
413897,3400897,0,0.002963355377791643
413898,3400898,0,0.013484599999551624
413899,3400899,0,0.005044921790757117
413900,3400900,0,0.013030080974943679
413901,3400901,0,0.004603130071032708
413902,3400902,0,0.020612973311004392
413903,3400903,0,0.024973837886860844
413904,3400904,0,0.0032421773289165678
413905,3400905,0,0.005921745354613257
413906,3400906,0,0.02136741148811552
413907,3400907,0,0.04273026031049132
413908,3400908,0,0.02083270470508042
413909,3400909,0,0.03276776613981869
413910,3400910,0,0.1495540423059533
413911,3400911,0,0.003729826624398338
413912,3400912,0,0.010730214866553874
413913,3400913,0,0.0058379369174621784
413914,3400914,0,0.022982825174314568
413915,3400915,0,0.019117026755149064
413916,3400916,0,0.01875388220136903
413917,3400917,0,0.03430428229575699
413918,3400918,0,0.007292198618317155
413919,3400919,0,0.009562636404143237
413920,3400920,0,0.00709995970980287
413921,3400921,0,0.007399705808747502
413922,3400922,0,0.013330029504842293
413923,3400923,0,0.004508349740528727
413924,3400924,0,0.01321877438913541
413925,3400925,0,0.017365845599134146
413926,3400926,0,0.021381723213439254
413927,3400927,0,0.00908003064214719
413928,3400928,0,0.017585709156000672
413929,3400929,0,0.002899465752276142
413930,3400930,0,0.0100313427910625
413931,3400931,0,0.009552706005704273
413932,3400932,0,0.003556380727936986
413933,3400933,0,0.003381913074245971
413934,3400934,0,0.006023912103322038
413935,3400935,0,0.0032921533623401326
413936,3400936,0,0.009711501517543434
413937,3400937,0,0.02904954211899198
413938,3400938,0,0.004470912250779542
413939,3400939,0,0.003966510844797306
413940,3400940,0,0.006950112314213147
413941,3400941,0,0.0632639334696792
413942,3400942,0,0.00567654568140647
413943,3400943,0,0.01392518996802687
413944,3400944,1,0.33879150293318466
413945,3400945,0,0.01725095952579411
413946,3400946,0,0.0045697905611493
413947,3400947,0,0.003029108301568606
413948,3400948,0,0.15320199265889275
413949,3400949,1,0.3863931552899599
413950,3400950,0,0.011921977589772906
413951,3400951,0,0.008164627810040669
413952,3400952,0,0.012051752910072948
413953,3400953,0,0.011389896384850755
413954,3400954,0,0.005862573257922284
413955,3400955,0,0.015966563553716142
413956,3400956,1,0.18747671707591207
413957,3400957,0,0.013369239753012428
413958,3400958,0,0.01209009444835465
413959,3400959,0,0.031714627153479634
413960,3400960,0,0.013345368725548118
413961,3400961,0,0.03646930828735677
413962,3400962,0,0.01984411438239074
413963,3400963,0,0.022077398989311613
413964,3400964,0,0.0040114078315606665
413965,3400965,0,0.013698492380670545
413966,3400966,0,0.006986387777312811
413967,3400967,0,0.008432928193011746
413968,3400968,0,0.02015769460050004
413969,3400969,0,0.0438351132145479
413970,3400970,0,0.015332685428791975
413971,3400971,0,0.07905317882586332
413972,3400972,0,0.003740149057825037
413973,3400973,0,0.004775217205529925
413974,3400974,0,0.019307611429141704
413975,3400975,0,0.009546418110325987
413976,3400976,0,0.05148964449562164
413977,3400977,0,0.003913344376545082
413978,3400978,0,0.009997012103426451
413979,3400979,0,0.003096469188675931
413980,3400980,0,0.004874358752831564
413981,3400981,0,0.04895075761770067
413982,3400982,0,0.06351702031509822
413983,3400983,0,0.030949371099123588
413984,3400984,0,0.004938907085843778
413985,3400985,0,0.008421214660997461
413986,3400986,0,0.011407335958491168
413987,3400987,0,0.0029498811442090463
413988,3400988,0,0.047348292889735244
413989,3400989,0,0.021753672737920136
413990,3400990,0,0.014370999647506173
413991,3400991,0,0.015375496680063975
413992,3400992,0,0.024059657385558517
413993,3400993,0,0.011334139770898703
413994,3400994,0,0.0033673608558485303
413995,3400995,0,0.01125099648956647
413996,3400996,0,0.004704344090931564
413997,3400997,0,0.00442601685335507
413998,3400998,0,0.038748772563366805
413999,3400999,0,0.007235368752248301
414000,3401000,0,0.008598325396263075
414001,3401001,0,0.0038875965271203032
414002,3401002,0,0.009239849642549567
414003,3401003,0,0.008034440432239102
414004,3401004,0,0.007328285879086602
414005,3401005,0,0.020825572040760982
414006,3401006,0,0.005061370305578842
414007,3401007,0,0.0229377669822669
414008,3401008,0,0.0063920698513798505
414009,3401009,0,0.04189427554405296
414010,3401010,0,0.010030616142798397
414011,3401011,0,0.024842307288200704
414012,3401012,0,0.004462056302323971
414013,3401013,0,0.02284292186753884
414014,3401014,0,0.006849110582135731
414015,3401015,0,0.002909811274211066
414016,3401016,0,0.017460714440309385
414017,3401017,0,0.0030433455044503854
414018,3401018,1,0.9873173235502842
414019,3401019,0,0.026243451637394166
414020,3401020,0,0.00994401659786162
414021,3401021,1,0.9893819164571114
414022,3401022,0,0.02328911260525865
414023,3401023,0,0.007191271853402752
414024,3401024,0,0.011426065212609273
414025,3401025,0,0.05678733536060287
414026,3401026,0,0.021354036127687288
414027,3401027,0,0.00308415941774095
414028,3401028,0,0.07348640443314325
414029,3401029,1,0.9846501781054914
414030,3401030,0,0.005992472237141873
414031,3401031,0,0.005909981214937752
414032,3401032,0,0.02127861934332368
414033,3401033,0,0.00836210473409669
414034,3401034,0,0.08474264488915237
414035,3401035,1,0.21583167041830106
414036,3401036,0,0.009503668302967793
414037,3401037,1,0.9904616681963371
414038,3401038,0,0.018697425246028455
414039,3401039,0,0.007723396654653794
414040,3401040,0,0.005544071039452038
414041,3401041,0,0.0029956785651313344
414042,3401042,0,0.006354772057275442
414043,3401043,1,0.991873895450236
414044,3401044,0,0.00274603060270766
414045,3401045,0,0.004842949734890108
414046,3401046,0,0.020740083247265572
414047,3401047,0,0.006385296443609966
414048,3401048,0,0.006354777710677744
414049,3401049,0,0.01593521538504723
414050,3401050,0,0.013890472579468764
414051,3401051,0,0.005428588779779085
414052,3401052,0,0.013121794346461482
414053,3401053,0,0.0186479471896757
414054,3401054,0,0.029980760606552585
414055,3401055,0,0.012617715744225775
414056,3401056,0,0.014200288992802857
414057,3401057,0,0.009817033842092983
414058,3401058,0,0.0378231499023198
414059,3401059,0,0.00849205829783018
414060,3401060,1,0.028937785248817283
414061,3401061,0,0.004296774894833514
414062,3401062,0,0.007924494830246471
414063,3401063,0,0.03596284547405618
414064,3401064,0,0.01738116537028506
414065,3401065,0,0.010137010828455775
414066,3401066,0,0.0071267235725494095
414067,3401067,0,0.003650320389509343
414068,3401068,0,0.003567915074804985
414069,3401069,0,0.009765171478651717
414070,3401070,0,0.014494160815224665
414071,3401071,0,0.006954488641351064
414072,3401072,0,0.005168662394463347
414073,3401073,0,0.004009440767744597
414074,3401074,0,0.005932421460222074
414075,3401075,0,0.040766400817569666
414076,3401076,0,0.00668297317018735
414077,3401077,0,0.008732668288680311
414078,3401078,0,0.020872155987792577
414079,3401079,0,0.018469531794484243
414080,3401080,0,0.03643839576318583
414081,3401081,0,0.003634729062982335
414082,3401082,0,0.014873706826933552
414083,3401083,0,0.015939942413001826
414084,3401084,0,0.024288727087241533
414085,3401085,0,0.012928368253154524
414086,3401086,0,0.0036361287212423837
414087,3401087,0,0.004133811453354155
414088,3401088,0,0.009007069408892447
414089,3401089,0,0.009963995428114256
414090,3401090,0,0.013922660665064762
414091,3401091,0,0.035607133446625985
414092,3401092,0,0.003765083573767612
414093,3401093,0,0.0881660654676356
414094,3401094,0,0.007913149345648424
414095,3401095,0,0.010392532793614824
414096,3401096,0,0.006597075790409543
414097,3401097,0,0.01768584028190343
414098,3401098,1,0.02914210794589365
414099,3401099,0,0.00685600082551964
414100,3401100,0,0.00915975894571924
414101,3401101,0,0.013207232791533127
414102,3401102,0,0.007361073255154898
414103,3401103,0,0.005583680459337313
414104,3401104,1,0.7318448333468974
414105,3401105,0,0.016109304910822193
414106,3401106,0,0.0021807565856542094
414107,3401107,0,0.01818231668741296
414108,3401108,0,0.014818750541008285
414109,3401109,0,0.004736449710271618
414110,3401110,1,0.3376971927731011
414111,3401111,0,0.009647502410216603
414112,3401112,0,0.01300407060116259
414113,3401113,0,0.004272985892578935
414114,3401114,0,0.012691734163219904
414115,3401115,0,0.0036913987590082575
414116,3401116,0,0.018796938273647913
414117,3401117,0,0.004711284158698856
414118,3401118,0,0.007159044588397738
414119,3401119,0,0.013787844465837158
414120,3401120,0,0.03941828597524865
414121,3401121,0,0.021068591144992068
414122,3401122,0,0.017439126881814624
414123,3401123,0,0.0057296442650801955
414124,3401124,0,0.036054819475536314
414125,3401125,0,0.004521754732042712
414126,3401126,0,0.005990158778747206
414127,3401127,0,0.003452919537930314
414128,3401128,0,0.012263654049160673
414129,3401129,0,0.007043992482061371
414130,3401130,0,0.011835584912226674
414131,3401131,0,0.008051395922610975
414132,3401132,0,0.0041698326518957805
414133,3401133,0,0.0262364714790837
414134,3401134,0,0.01573799713850625
414135,3401135,0,0.007788669882803274
414136,3401136,1,0.02739622711353066
414137,3401137,0,0.02309336839077414
414138,3401138,0,0.012296473879214644
414139,3401139,0,0.004732609519048715
414140,3401140,0,0.003662033233024393
414141,3401141,1,0.07100851325497633
414142,3401142,0,0.007929967722499792
414143,3401143,0,0.005401375205723527
414144,3401144,0,0.005693035288627287
414145,3401145,1,0.2683377372244838
414146,3401146,0,0.012449448746774169
414147,3401147,0,0.06051541706089458
414148,3401148,0,0.0029702785602791076
414149,3401149,0,0.030256212478521755
