indice,TransactionID,y,score_A,score_B,score_C,score_D,score_A_V4,score_control_logistico
413454,3400454,0,0.017347872454823582,0.02223529780269454,0.020259555870832224,0.06641841454839488,0.0173093517699685,0.013922508388451663
413455,3400455,0,0.11878881477624516,0.11641852128673306,0.19275652828934936,0.07997008371347059,0.1187997632512184,0.06720606419347634
413456,3400456,0,0.006493006947243136,0.01748055748057024,0.009958959009559303,0.03410175326420511,0.0064709879637088,0.004584175450077399
413457,3400457,0,0.030959098896399168,0.024222857126652893,0.028528009058388905,0.01043081592488207,0.0309119852325515,0.014779259501685297
413458,3400458,0,0.003934280115670808,0.004332865840116361,0.002974404714297143,0.003424748640444533,0.0039186149157976,0.0018395112895190032
413459,3400459,1,0.8520873942533077,0.3018305961151327,0.7954913964969618,0.13437917382068193,0.8526506850381511,0.9229432830864253
413460,3400460,0,0.0778017121101957,0.03775488019446383,0.06811775853153626,0.023274827302788126,0.0777700741953427,0.06979886308430878
413461,3400461,0,0.01155223813143658,0.008472038231497165,0.007990679940860506,0.006623467557677079,0.0115209654432161,0.009021437741600387
413462,3400462,0,0.0029182167700959306,0.0050392295213269826,0.0032456658273856275,0.016426119595762165,0.0029055741270462,0.0009443391215070699
413463,3400463,0,0.019996160451677604,0.0132140069109757,0.015858515575688396,0.011586622342767854,0.0199551747089748,0.013728497635003218
413464,3400464,0,0.12047556619023464,0.29136937712998157,0.18301369398243963,0.049171728275345494,0.1204886248331926,0.28408626630142714
413465,3400465,0,0.04594918232640567,0.17925476598600296,0.11830460306458708,0.0602296834673314,0.0459012606329622,0.11282944436070198
413466,3400466,0,0.005943322922630014,0.01902279704252673,0.007485964945834696,0.008010817486353012,0.0059225467498377,0.002703698045137045
413467,3400467,0,0.006325358435105808,0.00476781044161722,0.004393060223677607,0.01692864225007147,0.0063037123632182,0.0025523959716673636
413468,3400468,0,0.029353227874110873,0.018520608368965078,0.02825965486437041,0.04236436645162519,0.0293066650765127,0.02604032154971113
413469,3400469,0,0.007029605383040327,0.009852829046336586,0.007173608512567875,0.0032272592021923147,0.0070064270623683,0.0033434928083216913
413470,3400470,0,0.0008175728953480263,0.004808157919723351,0.001171761859979783,0.02397442469241522,0.0008128174791643,0.00022477464568945946
413471,3400471,0,0.0015463840733471205,0.009247985442752536,0.003249986901497635,0.03273540477716976,0.0015385367988684,0.00042717466165699325
413472,3400472,0,0.07391847777674632,0.07202890741706022,0.06565223986330672,0.02799673108586664,0.073883878719048,0.10891970595209305
413473,3400473,0,0.019513159263278092,0.032122249655434705,0.02603872013728597,0.04780885598378014,0.0194725893449369,0.019168016478017948
413474,3400474,0,0.08199377090773352,0.033677302032697774,0.04835742667369577,0.014738158245971708,0.081965576416275,0.0585130273117025
413475,3400475,0,0.0018835387895439362,0.004192474820133089,0.0016647924308688241,0.008252776525979435,0.0018744141031148,0.0007655386199366003
413476,3400476,0,0.01591401414283032,0.03332768131144228,0.021126999902787106,0.039527186626058565,0.0158770298947706,0.003355304245559417
413477,3400477,0,0.004195928469237718,0.007487357199347518,0.004027434450618666,0.015543466002666881,0.0041795390913603,0.0009782666764939108
413478,3400478,0,0.009658055396989386,0.013811280230834657,0.00941654172910972,0.005186788658992675,0.0096298504398168,0.0053245303260251705
413479,3400479,1,0.025521094869307325,0.04323254488352011,0.034159850497879084,0.012195970365538971,0.0254762933861222,0.0137504731327634
413480,3400480,0,0.016539685187451556,0.02356355555143219,0.02956701360078508,0.03052778335267375,0.0165020119192264,0.0396901523754145
413481,3400481,0,0.00960120746631461,0.032274140771211685,0.01465200767092907,0.03362261182400331,0.0095731011193278,0.011827449879133799
413482,3400482,0,0.0026987864101381846,0.009508749673797464,0.003496059996280665,0.016138063549123643,0.0026868472752256,0.0016055594605864192
413483,3400483,0,0.0472685827532383,0.03357293654427738,0.037343068682425755,0.04078725630194719,0.0472209084919925,0.0627959485791371
413484,3400484,0,0.031403010864200866,0.17516351490774748,0.05485269340311505,0.02497708489689881,0.0313557631459747,0.029425184405237743
413485,3400485,1,0.8858571448058197,0.828056615703395,0.9131836128463107,0.07500657691108914,0.8863439506379689,0.9911632630649962
413486,3400486,0,0.013483987800525742,0.028390827424429634,0.014981624089984925,0.021569065164163705,0.0134499756065534,0.010501632250640715
413487,3400487,0,0.04991853394817616,0.031650068005046585,0.03586311849917314,0.05610607551901222,0.0498714896448889,0.057113337256002206
413488,3400488,0,0.005269197986268472,0.008516174754886965,0.010006851401132543,0.02772700828496795,0.0052500297347271,0.004485357769333026
413489,3400489,0,0.01109623662371034,0.03002759443942835,0.01764543690176163,0.047220784543166194,0.0110656655449572,0.009983602251094143
413490,3400490,0,0.009810780611982595,0.015169160653868429,0.014158419952910992,0.04535365180342568,0.0097823127278821,0.01762605195921082
413491,3400491,0,0.0038633722421551344,0.033429717065374114,0.007544155137578213,0.02511477181821996,0.0038479068028108,0.0013354916822843194
413492,3400492,0,0.003959218172365686,0.008360265279782371,0.0039966323248495144,0.014081098381113367,0.0039434830796116,0.0018996362331027234
413493,3400493,0,0.014322163919641395,0.013348835419034132,0.010516539234303722,0.009948117370347042,0.0142870707943644,0.010605096957703768
413494,3400494,0,0.0015855634810818123,0.0060852943604245355,0.0022934636981468996,0.04893194112888134,0.0015775636547277,0.0004985564156389617
413495,3400495,0,0.03655513186637755,0.03538243530430977,0.031255299130620605,0.019650222251446386,0.0365068637383993,0.026615668602731485
413496,3400496,0,0.001877888430986477,0.0037890044717336876,0.0021222026404401537,0.019923850135513916,0.0018687845292831,0.0006838039659009108
413497,3400497,0,0.0010582551572731933,0.004100931354200469,0.0012641663243874674,0.025997053002483193,0.0010524173685933,0.0002961350473757042
413498,3400498,1,0.9636227962042815,0.8458639217689348,0.9601780907571618,0.06101815766536696,0.9638413429659408,0.9983140743810334
413499,3400499,0,0.0032678759756539963,0.00997563736334419,0.004901996378761543,0.01829471766784963,0.0032541520961264,0.0007762585350315645
413500,3400500,0,0.0029684138511526926,0.011490216406148748,0.0037396009810556135,0.01779560040042254,0.0029556130695764,0.0012860803079809424
413501,3400501,0,0.006000646072914711,0.01569799286811618,0.00926060529498353,0.013388812820022746,0.0059797375451372,0.0017100795224537922
413502,3400502,0,0.06700421239022868,0.017080588341183367,0.04834372283889117,0.14896798604785624,0.0669649301993642,0.21152853302454835
413503,3400503,0,0.00918567908743079,0.007485721717646056,0.00777993013321065,0.011819684278766793,0.0091583060278175,0.006777955413463573
413504,3400504,0,0.009206942604554659,0.022818026728424524,0.01537519931262383,0.030989178967026427,0.0091795314787319,0.017260044086643368
413505,3400505,0,0.004141723731484935,0.006500615913712876,0.003620825029743135,0.006036773031508175,0.0041254827450651,0.0016200289736683336
413506,3400506,0,0.009012208212958296,0.02414853678312613,0.011448011728486921,0.03573577439079891,0.0089851479338484,0.008572551804882292
413507,3400507,0,0.14167058368665172,0.19213716825439922,0.16642171563044533,0.023627446345383947,0.1417119705349784,0.24609482622327225
413508,3400508,0,0.05219995223246118,0.03473328471106405,0.04213601605799396,0.021064112151756936,0.0521535862073427,0.42705235939549785
413509,3400509,0,0.012172026186281453,0.03979250119664271,0.021367111260887174,0.07953421773289382,0.0121398347166423,0.003864954092046282
413510,3400510,0,0.0006685534880769522,0.005449244653076097,0.0009032434799283948,0.015334686490142743,0.0006645085588848,0.00022057049317717112
413511,3400511,0,0.0029461893081744956,0.010205702104782468,0.0027978812284629798,0.004073551307103301,0.0029334584168976,0.0013972593712646849
413512,3400512,0,0.0011672800389754617,0.004569227858391262,0.0015247363445367826,0.03455221404417824,0.0011609740450755,0.00042901158795353723
413513,3400513,0,0.0016549705224253096,0.004099354838780765,0.002055335294776073,0.051294879293351255,0.0016467032206226,0.00028894838127432795
413514,3400514,0,0.0110910027655335,0.026005703807148593,0.016566988872987187,0.04242018122711105,0.0110604398696951,0.009933202510328594
413515,3400515,0,0.002679280202828821,0.0053375473816361825,0.0025603515119626942,0.008643116987345793,0.0026674046021905,0.0007227324565858599
413516,3400516,0,0.011701351310755781,0.007686647369389542,0.008919063313827049,0.01270694926023928,0.0116698539711146,0.0025879301255761003
413517,3400517,0,0.0043330681018315205,0.007162074803038759,0.004395693053305044,0.020847620890750717,0.0043163069835517,0.0034710823607493496
413518,3400518,0,0.19938583107663296,0.12195161860899864,0.19674616973106726,0.0325789600159276,0.1995166367807379,0.0854063529605263
413519,3400519,0,0.017873224021894216,0.018884701966957972,0.015786077664828802,0.01792498419078797,0.0178341772771421,0.010376855317963734
413520,3400520,0,0.020127528495125533,0.03134845824448816,0.024613577965968414,0.016938763272885293,0.0200864321383757,0.010531147573004615
413521,3400521,0,0.01652976686140839,0.011451234065950187,0.015370816209166992,0.11280584820485431,0.0164921042875921,0.024147448506122188
413522,3400522,0,0.027600556914049012,0.03064274241102254,0.03179619837601723,0.046151249895902524,0.0275547184054966,0.03162412243976852
413523,3400523,0,0.003516949748137876,0.008366183792920857,0.003264092303629101,0.0030976035941522595,0.0035024830084469,0.0020357051488920017
413524,3400524,0,0.0009599165435654433,0.005237780774189791,0.0013237591694336016,0.01569736780867814,0.0009545123171546,0.00033023426947224177
413525,3400525,0,0.07510843967359841,0.08088998582100804,0.06976467051922276,0.007956491073726644,0.0750747238074915,0.053971962740733265
413526,3400526,0,0.010775077295770012,0.029068332323038317,0.013277224539916505,0.016871393108485615,0.0107450139274671,0.0070655412045175755
413527,3400527,0,0.024012093496594035,0.009271281377821834,0.009260397456407565,0.0014304057202667848,0.0239681736672724,0.01382317448310556
413528,3400528,1,0.9311358230929774,0.5258003078606922,0.88336276820202,0.05578199570172888,0.931485726954805,0.9849901675854602
413529,3400529,0,0.004616373188837779,0.007648727693572839,0.005981007344801205,0.011323920603399769,0.0045988603031821,0.0006638321473955809
413530,3400530,0,0.010368521486578543,0.005592475570020145,0.006946561182639541,0.019844804687372687,0.0103391174940259,0.008688362295179797
413531,3400531,0,0.012940944218246125,0.01555355060751232,0.011362116978270907,0.019515578387387853,0.0129076659336992,0.016006612734810508
413532,3400532,0,0.01108651006629529,0.04077686224105041,0.020526090281102912,0.02910020594578819,0.0110559541969871,0.010152187241913167
413533,3400533,0,0.003339824490623107,0.009347907323787931,0.005442795901332637,0.01830860986726441,0.0033258837875028,0.0014524473207159045
413534,3400534,0,0.011927424123660353,0.031043150963867835,0.018465167733284913,0.04204757707206662,0.0118955905716517,0.011330926628211103
413535,3400535,0,0.03437659543198731,0.008973575992737341,0.018360074308922943,0.027575197448087566,0.0343286426130257,0.014943732480614468
413536,3400536,0,0.0020574880017038225,0.0047504087213575035,0.0021066499888759676,0.02037655899389949,0.0020477329250648,0.000656229263091184
413537,3400537,0,0.012918380504967712,0.04026275975542175,0.01946788168587107,0.03436257924690359,0.0128851333060021,0.008340267664042028
413538,3400538,0,0.008587298153891402,0.007114933302791865,0.005420833111765345,0.005558229529174413,0.0085610211924475,0.005882801328277252
413539,3400539,0,0.0340291858375575,0.025810034299764147,0.03425525385314343,0.024173806010496596,0.0339812986240634,0.01970045202171269
413540,3400540,0,0.0018735187798061249,0.006570967353192597,0.0019928090537225103,0.011793386331104608,0.0018644309654795,0.0007690335485291072
413541,3400541,0,0.060426347900545345,0.09245430108821999,0.0652404208398252,0.03794656962848973,0.0603833823161296,0.05731676818983863
413542,3400542,0,0.018130925085036213,0.00440048989993431,0.009236503710740692,0.012362508697658172,0.0180916272218129,0.013529459957719508
413543,3400543,0,0.0028470229114875506,0.0046577514838244865,0.0027268407926722645,0.017622189699593574,0.0028346063094713,0.0012637367872683355
413544,3400544,0,0.008248164544127447,0.016016213173131157,0.00823935421050912,0.01437112129670092,0.0082225308984824,0.003097579686261286
413545,3400545,0,0.01047600142082159,0.0064622234432227255,0.01234633369662384,0.03679519803141727,0.0104464212658995,0.0020348188141626525
413546,3400546,0,0.00453937548544602,0.003966760001890295,0.0034622123787295045,0.03679720524369946,0.0045220648146686,0.0036462701403535236
413547,3400547,0,0.0019190241527896035,0.003799160770958651,0.001788265456348055,0.006864092700812289,0.0019097693875387,0.0008216647012460279
413548,3400548,0,0.08070376675774796,0.023452001233839313,0.06961534300128666,0.027065459882314562,0.0806744862849602,0.11865228467631402
413549,3400549,0,0.010536388857407736,0.010143407488733078,0.010219886786992989,0.046106731686678316,0.0105067103121291,0.008648639520486886
413550,3400550,0,0.01423070424024275,0.030114877620890032,0.016023648636779606,0.01772244930104174,0.0141957260981215,0.10306509663493611
413551,3400551,0,0.0012310126411317409,0.004269541087411683,0.001640044044955466,0.026237667304404834,0.0012244385464891,0.0003188228184420713
413552,3400552,0,0.008814966195248125,0.014717872335016159,0.010665296247511185,0.03141448319524762,0.0087882664553146,0.008827202516231708
413553,3400553,0,0.015824317966473617,0.04377371266368787,0.018837261333412448,0.019310678116235706,0.0157874349278383,0.010079206066573393
413554,3400554,0,0.08325047647625439,0.24922077889798722,0.1334000846540336,0.05027812042412345,0.0832233618501404,0.2119286282592296
413555,3400555,1,0.010120769299468167,0.017429482560680797,0.010171674108473949,0.011789701267177858,0.0100917765356073,0.006349760593004018
413556,3400556,0,0.008237819032771281,0.0061074980451789555,0.007773453663101436,0.006688087671677717,0.0082122052724489,0.0031196804870534237
413557,3400557,0,0.0012107436346942755,0.003596468682071942,0.0013781759588941888,0.02408363938922144,0.0012042543759047,0.0005048575715770385
413558,3400558,0,0.006366510284105889,0.009890085040896593,0.006480035863859915,0.06362491031179447,0.0063447721878279,0.0014860645744397606
413559,3400559,0,0.008627051896945556,0.016764978899018824,0.018549591095595525,0.03709272140764553,0.0086007005941259,0.061208163689581215
413560,3400560,0,0.001992095189978742,0.005319685167397258,0.0023571489247305654,0.032092137032217714,0.0019825749837697,0.001446548781688043
413561,3400561,0,0.00499581306992836,0.007197860746577311,0.005007035955475104,0.019000446989811685,0.0049773255625277,0.004186394113801857
413562,3400562,0,0.0027879158620748522,0.017011701383295025,0.00440805077566036,0.010351018407634676,0.002775688522163,0.0009081952271006043
413563,3400563,0,0.0015526152111752798,0.005894571717997972,0.0018389642760252465,0.02197487132430477,0.0015447435975118,0.0007280303088696152
413564,3400564,0,0.002355293957650206,0.0037695445297201606,0.0019462850462126046,0.005908709978182069,0.0023444991285328,0.0008251567801307762
413565,3400565,0,0.006254895310998887,0.008191622282756295,0.00669810116364668,0.029047966129947318,0.0062334075555968,0.0025576476879880933
413566,3400566,0,0.006232979860172094,0.008420400441081133,0.005560163722719294,0.019045262944530527,0.0062115415376972,0.0044852900990781566
413567,3400567,0,0.009569184120573646,0.006699454475513126,0.006970771384000956,0.011811079987098287,0.009541133501116,0.005335415657115139
413568,3400568,1,0.003927405713757797,0.007734875692514381,0.006013842270064722,0.021758328889301404,0.0039117598134555,0.0008997846918590777
413569,3400569,0,0.004383650897218002,0.0077291136136142646,0.005994894122316921,0.04231278148880918,0.0043667539778755,0.0034186681365392197
413570,3400570,0,0.022883342370324272,0.006863136438504348,0.011982073137197426,0.03135002916053346,0.0228401576119826,0.02918343190487882
413571,3400571,0,0.0009253488057271377,0.004601154110923438,0.0011020090385066613,0.004483987770620519,0.0009200997229156,0.00027966173440772463
413572,3400572,0,0.0014153304265459299,0.004549523265263391,0.0014310149105801959,0.019748852667235094,0.0014080020723208,0.0004472245518255458
413573,3400573,0,0.0014228645788526915,0.007654154803762731,0.0021171773569475783,0.013916226703859615,0.0014155060188015,0.0003902992154155311
413574,3400574,0,0.020350989974416495,0.04460291490979288,0.02223090551787062,0.008859165445245705,0.0203097078653702,0.01718936954981016
413575,3400575,0,0.00842152321345691,0.006740208539210031,0.006621511021971176,0.022420979419377114,0.0083955586610347,0.001092356047068431
413576,3400576,0,0.03087925611930151,0.011311468186056335,0.014203287531189582,0.0038308466512042214,0.0308321673901337,0.018942493712166737
413577,3400577,0,0.007096943693349109,0.030698169606612168,0.010939732578640855,0.028968651165619374,0.0070736234367962,0.003202460879233456
413578,3400578,0,0.018934669412423288,0.015444871897795665,0.019323718712972324,0.03400313760580761,0.0188946168009581,0.017157428609782772
413579,3400579,0,0.01574834465316793,0.013713783484318207,0.0154587665366434,0.03361759486632473,0.0157115478243809,0.0024209074775757987
413580,3400580,0,0.0014297436078684587,0.004791345642316243,0.0014649061299291913,0.007017776910349949,0.0014223575093655,0.0006304833082151064
413581,3400581,0,0.014943553846321511,0.020706882781329008,0.024211279747410726,0.04660195913428222,0.0149076981075245,0.0016347578292524759
413582,3400582,0,0.1715792809957324,0.3026612155174642,0.2562300904284884,0.027268920728363906,0.1716652366525661,0.16240012462875933
413583,3400583,0,0.010116806570615427,0.010089976283719364,0.008386832489706156,0.018036727869277805,0.0100878204433591,0.005569512239663654
413584,3400584,0,0.001304497670890402,0.004733818250088886,0.0015686451289419444,0.02134589636776527,0.0012976192366791,0.0006191408668405545
413585,3400585,0,0.0016575719942530254,0.005412742864553401,0.0019823098966535307,0.019553583823867845,0.0016492947344705,0.0006321015894393095
413586,3400586,0,0.004608137646231671,0.019050492386768262,0.006950883283215446,0.01992712144709737,0.0045906463156397,0.0011950064385274272
413587,3400587,0,0.01287370260669554,0.007953702377225258,0.00901278524810966,0.02468524327618732,0.0128405171009168,0.005731660477293005
413588,3400588,0,0.001596044659429809,0.004264602301907592,0.0018195598708767855,0.04265060876514691,0.0015880042166194,0.0009237089138373854
413589,3400589,0,0.024994830979287685,0.03245025509838839,0.0210756679898016,0.05338463671570608,0.0249503242186238,0.22315285842015914
413590,3400590,0,0.0019859463627392455,0.018678461818724297,0.0036508975428601316,0.01983467880785911,0.0019764483698606,0.0007214878735512979
413591,3400591,0,0.0060836564189130846,0.006531877417203943,0.004826306589415913,0.019175892592141117,0.0060625573861576,0.0035712733849803963
413592,3400592,0,0.010721054348251095,0.0038078389636427346,0.0057590525646441645,0.029053055377461067,0.0106910775124998,0.0012790595148583995
413593,3400593,0,0.030141524775083705,0.01676044138106015,0.019015878068152064,0.006509398322929154,0.0300946784788106,0.021299173223788583
413594,3400594,0,0.006056101758867063,0.0125785117830851,0.005860632772297852,0.009964224867789667,0.0060350658115914,0.0038239634382015043
