indice,TransactionID,y,score_raw,score_calibrado
413429,3400429,0,0.005396901363245153,0.009032221788303674
413430,3400430,0,0.005150485219773467,0.008607941922996484
413431,3400431,0,0.008259564325678282,0.013991237641109001
413432,3400432,0,0.028593149330197527,0.04969789528119991
413433,3400433,0,0.0021837825945587495,0.0035543814402887413
413434,3400434,0,0.006484751897668634,0.010910821883366924
413435,3400435,0,0.005517095046543105,0.009239352476751249
413436,3400436,0,0.08391444304496071,0.1445664218414126
413437,3400437,0,0.14429392684693934,0.2409685250327082
413438,3400438,0,0.00926489428775411,0.015742661793509014
413439,3400439,0,0.008124237816424145,0.013755802990560803
413440,3400440,0,0.059639415351097395,0.10361326218894185
413441,3400441,0,0.018428703929521763,0.03181732950542571
413442,3400442,0,0.001644802761922098,0.002652974375057559
413443,3400443,0,0.00347678714742859,0.005742008114019329
413444,3400444,0,0.004977014297152761,0.008309571910159458
413445,3400445,0,0.0020277244865259925,0.003292597843465983
413446,3400446,0,0.015104604560356245,0.025972159456639093
413447,3400447,0,0.021102360128252534,0.036522541896886446
413448,3400448,0,0.0039859440853999865,0.006610536795585782
413449,3400449,0,0.0017833578877191891,0.0028839338142022334
413450,3400450,0,0.05126148676481452,0.08921381146161679
413451,3400451,0,0.019379031308959092,0.03348957940550263
413452,3400452,0,0.01865447698824801,0.03221458400599289
413453,3400453,0,0.004050147711253848,0.006720284681467674
413454,3400454,0,0.002633561192652896,0.004311910155803696
413455,3400455,0,0.01722224750815954,0.02969494761584159
413456,3400456,0,0.009011345879491144,0.015300568683102736
413457,3400457,0,0.014175844607930437,0.02434090112822759
413458,3400458,0,0.002430944001509979,0.0039701335012285975
413459,3400459,1,0.8824056504912323,0.9412594382279026
413460,3400460,0,0.03153846042835628,0.054868473140966906
413461,3400461,0,0.0047558692216327254,0.007929597544302074
413462,3400462,0,0.009367116796280724,0.015920966369954367
413463,3400463,0,0.022999699464257603,0.039861716238651736
413464,3400464,0,0.1052284700868104,0.17950600269867956
413465,3400465,0,0.07432648217070534,0.12853388215106598
413466,3400466,0,0.007130046704205901,0.01202885524490253
413467,3400467,0,0.004932006316143752,0.008232202038233955
413468,3400468,0,0.0034962675579305043,0.005775175478597854
413469,3400469,0,0.005414733798789486,0.00906294522400551
413470,3400470,0,0.0013090142118924032,0.002095866359599613
413471,3400471,0,0.0033982465963440472,0.005608338745585449
413472,3400472,0,0.033402768612744126,0.0581370254225456
413473,3400473,0,0.020394666881390588,0.035277001092516566
413474,3400474,0,0.0027204181849925066,0.004458664268017944
413475,3400475,0,0.0033444078474325315,0.005516760456654086
413476,3400476,0,0.007505270997134762,0.01268004754778316
413477,3400477,0,0.0018824179129842955,0.0030494010905143276
413478,3400478,0,0.003357129446931595,0.005538395789458768
413479,3400479,1,0.012378461258014718,0.021187704649164613
413480,3400480,0,0.005226235832414371,0.00873831514922984
413481,3400481,0,0.01673813104344494,0.02884354377555569
413482,3400482,0,0.002104712215411136,0.003421669119418977
413483,3400483,0,0.01830807781893749,0.03160509284081009
413484,3400484,0,0.24247345792046202,0.38102600183551494
413485,3400485,1,0.822011121337627,0.906582184410683
413486,3400486,0,0.004133094127790733,0.0068621417356409635
413487,3400487,0,0.03444212503019216,0.059957626671567274
413488,3400488,0,0.006925338154192129,0.011673913643315385
413489,3400489,0,0.014109755992723386,0.024224867882888208
413490,3400490,0,0.00792983544756198,0.013417736927316142
413491,3400491,0,0.002908455034587991,0.004776840049430227
413492,3400492,0,0.006528456880484278,0.010986465395158313
413493,3400493,0,0.002385713163489967,0.0038939513059770637
413494,3400494,0,0.0025580495406309967,0.004184441505117866
413495,3400495,0,0.0033855441221098403,0.005586728416979788
413496,3400496,0,0.0027446004510008866,0.004499547597549558
413497,3400497,0,0.0007580064733653696,0.0011922359509803793
413498,3400498,1,0.6980035577488217,0.825979870076245
413499,3400499,0,0.0004985149362133935,0.0007733788297837193
413500,3400500,0,0.0040114923857819855,0.006654202552595626
413501,3400501,0,0.012896929115078793,0.022096686406775642
413502,3400502,0,0.013426888506433952,0.02302632513979374
413503,3400503,0,0.009274475732562074,0.015759372899529986
413504,3400504,0,0.004905252243614257,0.008186219845507063
413505,3400505,0,0.011201837366208082,0.01912695564726698
413506,3400506,0,0.0018536368544729278,0.0030012976984316636
413507,3400507,0,0.034589113496651155,0.060215002005719956
413508,3400508,0,0.021175362920586246,0.03665102755890994
413509,3400509,0,0.004580057337418912,0.0076278472359443475
413510,3400510,0,0.0018940505869914008,0.003068849861211226
413511,3400511,0,0.004129111678634025,0.006855329052818302
413512,3400512,0,0.001282635865078366,0.002052278391950005
413513,3400513,0,0.0020546988586515663,0.003337804150659763
413514,3400514,0,0.014264618435200879,0.024496772999505593
413515,3400515,0,0.009261438693496769,0.0157366349346743
413516,3400516,0,0.001397218661852733,0.00224181468960329
413517,3400517,0,0.002143058310554686,0.0034860109480919035
413518,3400518,0,0.06575404309517703,0.1140400287844835
413519,3400519,0,0.0030118045805047123,0.004951976238766372
413520,3400520,0,0.009718674311628444,0.016534461717762985
413521,3400521,0,0.016059409107791224,0.02765019588947599
413522,3400522,0,0.007327176324443825,0.012370875261875271
413523,3400523,0,0.004432762531514493,0.007375279029931453
413524,3400524,0,0.001604864455879688,0.002586510452205393
413525,3400525,0,0.01911980603892754,0.03303340304941687
413526,3400526,0,0.0043530776685713965,0.007238736039539784
413527,3400527,0,0.007204855372481672,0.01215862346876748
413528,3400528,1,0.9193761551201373,0.961076987296716
413529,3400529,0,0.006801427836054959,0.011459184051467342
413530,3400530,0,0.0024229725532926346,0.003956704105140835
413531,3400531,0,0.0017918137156431825,0.0028980473743757027
413532,3400532,0,0.007764521569816513,0.01313039567829288
413533,3400533,0,0.0008148192656029952,0.0012846291366595108
413534,3400534,0,0.014273852924155464,0.024512987835882214
413535,3400535,0,0.002129727446247193,0.003463638776227139
413536,3400536,0,0.0007525164697941998,0.0011833192681088476
413537,3400537,0,0.005673722135074699,0.009509439847847238
413538,3400538,0,0.003540559187256931,0.005850605893143615
413539,3400539,0,0.0018353113822551616,0.002970681255056958
413540,3400540,0,0.017920003313812133,0.03092233687739885
413541,3400541,0,0.11974345342449241,0.20273403145745988
413542,3400542,0,0.0036180538856833574,0.005982646443337373
413543,3400543,0,0.002060395521771587,0.0033473535008189674
413544,3400544,0,0.0013287503364780664,0.002128496766489058
413545,3400545,0,0.002943305312456716,0.0048358773868322725
413546,3400546,0,0.0018766559933317487,0.0030397690514172293
413547,3400547,0,0.0036722621566843863,0.006075057539385696
413548,3400548,0,0.018400106046985276,0.031767012148415714
413549,3400549,0,0.0012145633655166346,0.001939926545771934
413550,3400550,0,0.0015031989140369647,0.0024175575568845136
413551,3400551,0,0.004720082350361657,0.0078681512731938
413552,3400552,0,0.0013861464340272278,0.0022234776284654847
413553,3400553,0,0.026480336981792724,0.045984533008794494
413554,3400554,0,0.06833042451150115,0.11841151425806525
413555,3400555,1,0.007063463904873221,0.011913382220244361
413556,3400556,0,0.0030031402410989677,0.0049372868372136326
413557,3400557,0,0.002631783198170297,0.004308907524871721
413558,3400558,0,0.0040818866638852305,0.006774556104576102
413559,3400559,0,0.003700670785925999,0.006123502258315068
413560,3400560,0,0.001318379117354094,0.002111347758394737
413561,3400561,0,0.01486357957036554,0.02554872305561061
413562,3400562,0,0.009362665363047374,0.01591320104474779
413563,3400563,0,0.015741852167940593,0.027091997881758263
413564,3400564,0,0.001679521030038111,0.0027107920731497845
413565,3400565,0,0.005626114370820532,0.009427325066482417
413566,3400566,0,0.002839798372855098,0.004660594495304098
413567,3400567,0,0.0049948908771443945,0.008340307289307304
413568,3400568,1,0.004910187347295212,0.008194701309194552
413569,3400569,0,0.001653043380844868,0.002666694404166479
413570,3400570,0,0.0068222891002645576,0.011495329137248817
413571,3400571,0,0.0027919415132118992,0.004579614581725387
413572,3400572,0,0.0014619126775163986,0.002349046508405857
413573,3400573,0,0.0037818731740708435,0.006262032414546648
413574,3400574,0,0.08315833463722577,0.14330907648979477
413575,3400575,0,0.017928370029047985,0.030937056019413108
413576,3400576,0,0.010242933556997357,0.017450096132593247
413577,3400577,0,0.0013448294808059513,0.0021550922602491395
413578,3400578,0,0.016684007671263736,0.028748368866226653
413579,3400579,0,0.01828959689407988,0.03157257697426477
413580,3400580,0,0.0011112144930777617,0.0017697367792593374
413581,3400581,0,0.014929341181567793,0.025664247223646967
413582,3400582,0,0.004528269787511044,0.007539021296945193
413583,3400583,0,0.006987026165624011,0.011780848700838429
413584,3400584,0,0.005886237976432696,0.009876198932090498
413585,3400585,0,0.003209896057288831,0.005288145267770604
413586,3400586,0,0.004977165402858998,0.008309831695622789
413587,3400587,0,0.009031297920704806,0.015335348779863098
413588,3400588,0,0.0007933146733903377,0.001249631534126459
413589,3400589,0,0.0006913651752812339,0.0010841449198104689
413590,3400590,0,0.003538140556044392,0.005846486174978902
413591,3400591,0,0.0068168165329912395,0.011485846892727023
413592,3400592,0,0.0007297048284733955,0.0011462920116543875
413593,3400593,0,0.011580035722162119,0.019788987356677796
413594,3400594,0,0.002293541556897388,0.0037388418927753416
413595,3400595,0,0.003679119067420159,0.006086749544597491
413596,3400596,0,0.029230323272366018,0.05081710882690447
413597,3400597,0,0.024917709552259644,0.04323636705844972
413598,3400598,0,0.016943967029160945,0.02920552230549473
413599,3400599,0,0.003950599395816788,0.006550140339721927
413600,3400600,0,0.0030922417721038894,0.005088406471478247
413601,3400601,0,0.002417526471654247,0.003947529921707654
413602,3400602,0,0.002761777899357243,0.004528594807544214
413603,3400603,0,0.004100781319903515,0.006806870177021644
413604,3400604,0,0.005683445742010522,0.009526213438417487
413605,3400605,0,0.0021348103999784865,0.0034721686095552434
413606,3400606,0,0.0026630436105399406,0.0043617080191373425
413607,3400607,0,0.019219107016564624,0.03320814753604107
413608,3400608,0,0.0029641743365037693,0.004871239873321866
413609,3400609,0,0.004114910464404245,0.006831036834075563
413610,3400610,0,0.0019622615548829437,0.0031829654133332403
413611,3400611,0,0.004656372346208158,0.007758791440971491
413612,3400612,0,0.02283366246676207,0.03956952728247265
413613,3400613,0,0.006311121033572872,0.010610426673551544
413614,3400614,0,0.009239736756151867,0.01569878585372054
413615,3400615,0,0.0035653506905476114,0.005892838491198667
413616,3400616,1,0.03698927164573597,0.06441400474297089
413617,3400617,0,0.02219825946666491,0.03845130283295998
413618,3400618,0,0.01256663813231396,0.021517557453977376
413619,3400619,0,0.0011308660563553894,0.0018020606875376408
413620,3400620,0,0.002385299503095202,0.0038932547772094006
413621,3400621,0,0.004340220599865045,0.007216711267591143
413622,3400622,0,0.013044605988142643,0.022355687156676886
413623,3400623,0,0.006288425742118238,0.010571176531081403
413624,3400624,0,0.003492234904252261,0.005768309047620233
413625,3400625,0,0.007117957823333078,0.012007887942109332
413626,3400626,0,0.004996939124774702,0.008343829044948983
413627,3400627,0,0.0053825909909958735,0.009007568370751461
413628,3400628,0,0.007903645985656052,0.01337220687148439
413629,3400629,0,0.0032642886913558642,0.0053805581070723914
413630,3400630,0,0.0027168579272765325,0.004452646082665023
413631,3400631,0,0.05185346682288722,0.09023538591954638
413632,3400632,0,0.0036058810446183047,0.005961900231511825
413633,3400633,0,0.0019985971039387946,0.0032438039136813775
413634,3400634,0,0.15277192641912188,0.25386562797712536
413635,3400635,0,0.0035940335880474596,0.005941710468934354
413636,3400636,0,0.004921856712977897,0.008214757156238674
413637,3400637,0,0.26833968643054495,0.4146987159215114
413638,3400638,0,0.017622159690349956,0.03039837980082482
413639,3400639,0,0.001373161171395643,0.002201978195286907
413640,3400640,0,0.002646792306219496,0.004334256400400856
413641,3400641,0,0.01036605320705231,0.017665252396292925
413642,3400642,0,0.0018342424009783916,0.002968895593008816
413643,3400643,0,0.007842288034562238,0.013265549584936509
413644,3400644,0,0.00409121099994582,0.006790502285092331
413645,3400645,0,0.009667312697714946,0.016444805208656904
413646,3400646,0,0.0006856565838200423,0.0010749008986956823
413647,3400647,0,0.000880323587967719,0.0013914141623375812
413648,3400648,0,0.009251140355189714,0.01571867398983844
413649,3400649,0,0.000691484489992653,0.0010843381546147787
413650,3400650,0,0.04961405432353025,0.08636768300496525
413651,3400651,0,0.0012589367403237585,0.0020131417110932108
413652,3400652,0,0.0023516911811199935,0.0038366766482009975
413653,3400653,0,0.013152534102400075,0.022544999830429027
413654,3400654,0,0.0517715652624099,0.09009408538705384
413655,3400655,0,0.006714019418100428,0.011307764811829308
413656,3400656,0,0.001287667789007481,0.0020605910522853064
413657,3400657,0,0.0031045126455497524,0.005109228320573016
413658,3400658,0,0.0050066822346198836,0.0083605818567131
413659,3400659,0,0.1780701113787877,0.2914272599122891
413660,3400660,0,0.009592679236730066,0.016314541430898912
413661,3400661,0,0.004664374553063149,0.0077725252601765805
413662,3400662,0,0.002362821439455901,0.003855411276701161
413663,3400663,0,0.004677072621046039,0.007794319654680865
413664,3400664,0,0.016994692019467367,0.029294730827336475
413665,3400665,0,0.016173047019245955,0.027849970009769572
413666,3400666,1,0.021169214210617255,0.036640205769010795
413667,3400667,0,0.017743892946671766,0.030612523263547856
413668,3400668,1,0.8268255922132204,0.9094522647716807
413669,3400669,0,0.03363165417355982,0.05853805909276836
413670,3400670,0,0.0076170835267783885,0.012874237560784487
413671,3400671,0,0.00048667899604426274,0.0007544201109724574
413672,3400672,0,0.0025570589699500453,0.004182770091890572
413673,3400673,0,0.0015412015643708394,0.0024806718107826327
413674,3400674,0,0.0049442347325914454,0.008253221179940743
413675,3400675,0,0.003161474106823332,0.005205914473831196
413676,3400676,0,0.005815013971767994,0.009753243536553349
413677,3400677,0,0.0009749125865175431,0.0015460593470112327
413678,3400678,0,0.05430693395618772,0.09446276568729343
413679,3400679,0,0.003575148916160897,0.005909532167108298
413680,3400680,0,0.008733490335712718,0.014816375989441551
413681,3400681,0,0.00779060561692914,0.013175725080584887
413682,3400682,0,0.023186586287631254,0.040190588113428516
413683,3400683,0,0.0032214682143861815,0.005307802566585598
413684,3400684,0,0.16452660910741795,0.2714894447181398
413685,3400685,0,0.0026247933396575064,0.004297103816277625
413686,3400686,0,0.00181374929701157,0.0029346694439546118
413687,3400687,0,0.0010611883647010478,0.0016875339918351817
413688,3400688,0,0.002994749197777901,0.004923061952841419
413689,3400689,0,0.004364622447789846,0.0072585142970922655
413690,3400690,0,0.004995823595652077,0.008341911000233137
413691,3400691,0,0.001098386071729807,0.0017486457095099385
413692,3400692,0,0.001871494374265523,0.0030311412893015074
413693,3400693,0,0.005909675263582145,0.00991666724745723
413694,3400694,0,0.00042633481810049,0.0006580031929633287
413695,3400695,0,0.0005723119602091771,0.0008919049102742593
413696,3400696,0,0.004587036133505534,0.00763981931796736
413697,3400697,0,0.0004219113050833158,0.0006509521891515864
413698,3400698,0,0.013861701483542333,0.023789409644831186
413699,3400699,0,0.005527254526983387,0.009256865661565887
413700,3400700,0,0.000921689098762674,0.0014589810208209895
413701,3400701,0,0.006540578339248249,0.011007447049580116
413702,3400702,0,0.004731441152520563,0.007887653072482417
413703,3400703,0,0.006418971948990449,0.010796994442187065
413704,3400704,0,0.0023050835544855923,0.0037582550322755436
413705,3400705,0,0.18329128403421455,0.2990093512687892
413706,3400706,0,0.011399218453966173,0.019472425170476156
413707,3400707,0,0.0008367261849167525,0.0013203120923090507
413708,3400708,0,0.002272346234343209,0.003703199954248754
413709,3400709,0,0.0026276937667993293,0.004302001627492442
413710,3400710,0,0.0045034094800390995,0.007496390573044284
413711,3400711,0,0.013514065352125104,0.023179293895418986
413712,3400712,0,0.007396533196146173,0.01249125904801485
413713,3400713,0,0.0021989066065970543,0.003579782460076022
413714,3400714,0,0.050119215450277685,0.08724089877100494
413715,3400715,0,0.00044418089067403406,0.0006864735785786963
413716,3400716,0,0.0031314411963593294,0.005154930402718024
413717,3400717,0,0.004894437484251156,0.008167634394722394
413718,3400718,0,0.00115642548168659,0.0018441288107846445
413719,3400719,0,0.0019828236815100184,0.003217389461797877
413720,3400720,0,0.008829290088488293,0.014983282850674228
413721,3400721,0,0.005004894654841001,0.008357508135008946
413722,3400722,0,0.02549499379879253,0.044251776658401486
413723,3400723,0,0.0006180004552627315,0.0009655398079128861
413724,3400724,0,0.015208428519686566,0.02615457977983295
413725,3400725,0,0.005563451642545148,0.009319269815605023
413726,3400726,0,0.0027337923721267874,0.004481273787917036
413727,3400727,0,0.014878416223559943,0.025574786316374363
413728,3400728,0,0.09594227041624884,0.16440389377887704
413729,3400729,0,0.0018836010524084605,0.0030513790235878824
413730,3400730,0,0.004049546726467292,0.006719257151413556
413731,3400731,0,0.0015145397916091965,0.002436387163564729
413732,3400732,0,0.006340002541658393,0.010660380410594037
413733,3400733,0,0.02256789194091672,0.03910181611240704
413734,3400734,1,0.011987083645070692,0.020501897332581825
413735,3400735,0,0.004717568759519042,0.00786383588534329
413736,3400736,0,0.01527542304095196,0.026272296641738024
413737,3400737,0,0.006285092596318785,0.010565412342566055
413738,3400738,0,0.0013969930224999527,0.0022414409555735443
413739,3400739,0,0.004847354456710639,0.008086733555973126
413740,3400740,0,0.005342020691208505,0.008937684350721536
413741,3400741,0,0.003928388935261325,0.00651219508822805
413742,3400742,0,0.011941466652544336,0.02042198445534508
413743,3400743,0,0.04382903314763465,0.07633785544805267
413744,3400744,0,0.010960599878388332,0.018704860462527593
413745,3400745,0,0.010997787875460383,0.018769918695668297
413746,3400746,0,0.011409988470413116,0.019491278345578684
413747,3400747,0,0.002461784198110345,0.004022101952249329
413748,3400748,0,0.01674459406628433,0.028854909025457502
413749,3400749,0,0.006668525057964414,0.011228972284353267
413750,3400750,0,0.01344922103536407,0.023065510724982422
413751,3400751,0,0.002834476050479708,0.004651586454485666
413752,3400752,1,0.9100203342120982,0.9561637281790264
413753,3400753,0,0.006786343417503605,0.011433049773161381
413754,3400754,0,0.003886686114545582,0.006440964383525226
413755,3400755,0,0.003478529444882677,0.0057449743370144996
413756,3400756,0,0.4278690740555779,0.5966647575839723
413757,3400757,0,0.0002912701718589189,0.00044392932015861254
413758,3400758,0,0.003141295443531754,0.0051716574894461066
413759,3400759,0,0.001468063944380752,0.0023592502238897386
413760,3400760,0,0.11999156799716694,0.20312706298619554
413761,3400761,0,0.03374658746879989,0.05873941356582415
413762,3400762,0,0.0177244851541219,0.030578382065847516
413763,3400763,0,0.015129727649707594,0.026016299993167062
413764,3400764,0,0.008951528362404575,0.015196304841077592
413765,3400765,0,0.207623043832802,0.33359149374711516
413766,3400766,0,0.00693510497663164,0.011690842796841353
413767,3400767,0,0.034266703583192976,0.059650432998141684
413768,3400768,0,0.002905600213557199,0.0047720048156054675
413769,3400769,0,0.018199217618645295,0.03141356330359662
413770,3400770,1,0.009114030900792885,0.01547958378494321
413771,3400771,0,0.002723968273086964,0.004464665494208463
413772,3400772,0,0.002602881755369362,0.00426010797958236
413773,3400773,0,0.211970677070618,0.3396421182820933
413774,3400774,0,0.08781879411307668,0.15103976209777734
413775,3400775,0,0.006369529183716892,0.010711455622511114
413776,3400776,0,0.038375308206441416,0.06683553631865866
413777,3400777,0,0.0012554879629901466,0.002007448336749303
413778,3400778,0,0.001187726934755682,0.0018956878474480192
413779,3400779,0,0.006025394044540926,0.010116532302094342
413780,3400780,0,0.008827307763013116,0.014979828778915141
413781,3400781,0,0.00850264597912914,0.014414341416156998
413782,3400782,0,0.0008466949611721791,0.0013365596750248262
413783,3400783,0,0.027215686946592217,0.047277290854953254
413784,3400784,0,0.01418208094854293,0.024351850729558245
413785,3400785,0,0.013798351224950533,0.023678213339365498
413786,3400786,0,0.020381938478930894,0.03525459937482356
413787,3400787,0,0.009920468816262459,0.01688679767708964
413788,3400788,0,0.010555822532106091,0.01799696925372596
413789,3400789,0,0.0022157763315590264,0.0036081216685567657
413790,3400790,0,0.034523650960076535,0.06010038083546347
413791,3400791,0,0.0031504023561763858,0.0051871173610763145
413792,3400792,0,0.03313108235514992,0.057660925784813966
413793,3400793,0,0.04076110119381509,0.07099767753297329
413794,3400794,0,0.0024510857710384267,0.004004071941649761
413795,3400795,0,0.0031761967850445732,0.005230912905284977
413796,3400796,0,0.005331904673059524,0.008920261197151984
413797,3400797,0,0.0008870093037129287,0.0014023279027711526
413798,3400798,0,0.005250254738238566,0.00877966391720622
413799,3400799,0,0.008179841753404698,0.013852530155330642
413800,3400800,0,0.010261373771684205,0.017482318202622756
413801,3400801,0,0.004210282062436213,0.006994220601013718
413802,3400802,0,0.0002724036991367693,0.00041425706040445543
413803,3400803,0,0.004272195569311083,0.007100210697822263
413804,3400804,0,0.04289026393289443,0.074705278007617
413805,3400805,0,0.033065698899601946,0.057546336709498574
413806,3400806,0,0.0024773185830814968,0.004048286145665943
413807,3400807,0,0.005717736791586215,0.009585372518094286
413808,3400808,0,0.009621444904851112,0.01636474621592397
413809,3400809,0,0.00217762138202295,0.003544035110102264
413810,3400810,0,0.018108761923182677,0.031254418946655864
413811,3400811,0,0.02523482499438752,0.043794174859132305
413812,3400812,0,0.0037433940343345536,0.006196377045713528
413813,3400813,0,0.0010475001567872336,0.0016650628238560126
413814,3400814,0,0.0035227613162419932,0.005820292177655745
413815,3400815,0,0.007244500539014306,0.012227407080091304
413816,3400816,0,0.021403989922856838,0.03705341261496655
413817,3400817,0,0.004349090117740092,0.007231904986167157
413818,3400818,0,0.002117572674259512,0.0034432440545675708
413819,3400819,0,0.0038661366995238478,0.0064058726421375185
413820,3400820,0,0.0012126507632716933,0.00193677267089001
413821,3400821,0,0.0048969617451326925,0.008171972307730943
413822,3400822,0,0.00027355769959977005,0.0004160701218614736
413823,3400823,0,0.0015135638974310835,0.0024347666828631537
413824,3400824,0,0.00638750911307972,0.010742560100739791
413825,3400825,0,0.009815435643461802,0.016703391619434422
413826,3400826,0,0.003612088025762045,0.00597247856310202
413827,3400827,0,0.002280819772631567,0.0037174478129868176
413828,3400828,0,0.01265305193030519,0.021669054470013455
413829,3400829,0,0.009881024892269422,0.01681791756495926
413830,3400830,0,0.0005036377666301467,0.0007815891138834657
413831,3400831,0,0.006255064874883643,0.010513487112249425
413832,3400832,0,0.015310738115865561,0.026334351175690055
413833,3400833,0,0.007955899484650327,0.013463052142959184
413834,3400834,0,0.0058294310458967165,0.00977812901802239
413835,3400835,0,0.00417875714418032,0.006940269191197255
413836,3400836,0,0.003882137509680917,0.006433196395411041
413837,3400837,0,0.005213081499229001,0.008715671912886266
413838,3400838,0,0.0078436827484072,0.013267973788151338
413839,3400839,0,0.0035803423733734834,0.005918381016849026
413840,3400840,0,0.0015002982899147647,0.002412742273199555
413841,3400841,0,0.013519083127179372,0.02318809893637049
413842,3400842,0,0.12354717271523677,0.20874453287091285
413843,3400843,0,0.003111606752027548,0.005121267052262845
413844,3400844,0,0.005203321974540201,0.008698873286716752
413845,3400845,0,0.004905290306402347,0.008186285259316653
413846,3400846,0,0.0005709706784954076,0.0008897460162854258
413847,3400847,0,0.017936987906588226,0.0309522170561042
413848,3400848,0,0.011296500107347111,0.019292628557643226
413849,3400849,0,0.0047833915993008005,0.007976861955059696
413850,3400850,0,0.006908010216073744,0.01164387991684108
413851,3400851,0,0.00352715473478418,0.005827774740269538
413852,3400852,0,0.0005776252685470737,0.0009004586933192953
413853,3400853,0,0.011099006538179955,0.018947013251944363
413854,3400854,0,0.007205421372890714,0.012159605408605762
413855,3400855,0,0.0037262298458085857,0.00616709657463613
413856,3400856,0,0.0033230727366393505,0.005480481606835355
413857,3400857,1,0.31564026474772744,0.47307973248828583
413858,3400858,0,0.019197973752263,0.033170958123569176
413859,3400859,0,0.0011463014550913081,0.0018274621615358914
413860,3400860,0,0.14751928553933366,0.24589353142610906
413861,3400861,0,0.008289305744953195,0.014042991274148523
413862,3400862,0,0.0024079830310482593,0.003931455035484681
413863,3400863,0,0.006369194562118704,0.010710876761932466
413864,3400864,0,0.04315573815773115,0.07516708926070398
413865,3400865,0,0.004263285897792258,0.00708495558910585
413866,3400866,0,0.002354776794245449,0.0038418701352299863
413867,3400867,0,0.05027558607281264,0.08751111143881278
413868,3400868,0,0.0009478045028626455,0.0015016885711371254
413869,3400869,0,0.004669080659759746,0.007780602427022597
413870,3400870,0,0.0044899648961463055,0.007473338282983578
413871,3400871,0,0.009685201322734531,0.016476030471652654
413872,3400872,0,0.01149224703594812,0.01963528326236121
413873,3400873,0,0.0012157573856451582,0.0019418955607985054
413874,3400874,0,0.005748711907410828,0.009638818549428834
413875,3400875,0,0.049822458643114846,0.08672798072438424
413876,3400876,0,0.004692563775320512,0.00782091010528539
413877,3400877,0,0.003419354281947383,0.0056442536877281185
413878,3400878,0,0.0020632294128086616,0.0033521042688575186
413879,3400879,0,0.00750846420914566,0.01268559246477037
413880,3400880,0,0.013769710892617233,0.023627944061025027
413881,3400881,0,0.0035217674687690204,0.005818599562905473
413882,3400882,0,0.026500111757668497,0.0460193018399192
413883,3400883,0,0.03916178978461539,0.06820845974157516
413884,3400884,0,0.005614820867474082,0.009407848368497443
413885,3400885,0,0.004327039517064145,0.007194133278019494
