indice,TransactionID,y,score_A_V4,score_B_GRU,score_C_fusion
413528,3400528,1,0.9767318884679935,0.7483276664778257,0.9846585513700415
413529,3400529,0,0.002565274468535015,0.030423457458958723,0.0012734142612044444
413530,3400530,0,0.006880192206783947,0.004616995696671905,0.0078076246947339535
413531,3400531,0,0.009017154140685902,0.024369308855224828,0.014194699116073272
413532,3400532,0,0.007465927752184045,0.05452845279133538,0.009115412438601854
413533,3400533,0,0.001729386029565992,0.004944004430375082,0.001146569547822741
413534,3400534,0,0.008162726727949692,0.009109497677885482,0.009265485267183484
413535,3400535,0,0.029743340335088284,0.004181241240870321,0.016926092913993794
413536,3400536,0,0.0009588215991691282,0.00419032265098347,0.0013488526436107808
413537,3400537,0,0.00899796510526169,0.024500278482279626,0.013063076641722215
413538,3400538,0,0.005466811463696119,0.008533150900053247,0.007492039690933265
413539,3400539,0,0.029376511236353757,0.041676572154943886,0.03939446772107896
413540,3400540,0,0.0008555062273852292,0.011011812406663844,0.0015007159516925667
413541,3400541,0,0.059196517438248,0.06496893139055188,0.06106202118769074
413542,3400542,0,0.01361161517093341,0.00544606501389772,0.014614533182949627
413543,3400543,0,0.0014238416992044436,0.004484269327101115,0.001897895847888304
413544,3400544,0,0.005204638015389754,0.00949686473508952,0.004108000745389154
413545,3400545,0,0.006967316304306833,0.009108302704282572,0.007904867277637409
413546,3400546,0,0.002513238403858239,0.003468029243817987,0.002809018494962617
413547,3400547,0,0.0008808640525656102,0.00229043035515577,0.0010274915548313646
413548,3400548,0,0.08413023005215625,0.0389648612842463,0.06910971442503913
413549,3400549,0,0.007016354208151836,0.01395401044894194,0.008939286182616782
413550,3400550,0,0.010126107430233098,0.024222450870663936,0.009125738427199843
413551,3400551,0,0.0005131639022206187,0.003479824429069513,0.0007369886235879015
413552,3400552,0,0.005644112290167697,0.011920298501690898,0.004642891229425568
413553,3400553,0,0.011527450557031669,0.0245664342349613,0.01738959133885541
413554,3400554,0,0.0873556450870804,0.009216703412162264,0.07604296426680728
413555,3400555,1,0.006680128580907853,0.027725559689170603,0.010924340549466066
413556,3400556,0,0.005196677229085408,0.006340027198990227,0.00582984639989798
413557,3400557,0,0.0005029013068073205,0.0025549687347573022,0.0006954725445590528
413558,3400558,0,0.003795495082996599,0.036120619666066535,0.004460421010090313
413559,3400559,0,0.0054976961605758354,0.011538313921051072,0.00475245843134308
413560,3400560,0,0.0009218568199382568,0.00500981301355792,0.0013311295731014913
413561,3400561,0,0.0028244528822413215,0.004493781399842134,0.0033456170873294535
413562,3400562,0,0.001387929898350402,0.007765300031331583,0.0012272554012724608
413563,3400563,0,0.0006806415192885765,0.0024080964624152022,0.0008708031947147043
413564,3400564,0,0.001130326991798415,0.0030441736637213954,0.0014577697817834193
413565,3400565,0,0.0037145357530259894,0.003785761663442155,0.004312540522286124
413566,3400566,0,0.0036986767465535283,0.0052137304968250635,0.004337302936238311
413567,3400567,0,0.006238643082098122,0.009955350129525847,0.008272411004679348
413568,3400568,1,0.002106770722781693,0.00816025385893586,0.001253239549486652
413569,3400569,0,0.0024085924133324544,0.012909945798268674,0.003503376998186668
413570,3400570,0,0.01808936799498247,0.006841384616069443,0.008219909168767416
413571,3400571,0,0.0003626099096544122,0.005281207319909248,0.0005624155013412509
413572,3400572,0,0.0006081218302134061,0.0026526682491025515,0.0007377594082942247
413573,3400573,0,0.0006120634031322614,0.008158628692440342,0.0009784168998432925
413574,3400574,0,0.01567445626931275,0.00736762087114821,0.016311300988270164
413575,3400575,0,0.005338363649027906,0.030638743718510553,0.002639957897247354
413576,3400576,0,0.026088964390643933,0.0061009058664006615,0.012581325834881868
413577,3400577,0,0.0043328800226587446,0.009916884816941085,0.005757319464568857
413578,3400578,0,0.014352278332355433,0.0061715809472932,0.014908175183758032
413579,3400579,0,0.011459900012988525,0.10313257681908343,0.006565038318527523
413580,3400580,0,0.0006156662098644329,0.0021455795535034747,0.0007979050886083904
413581,3400581,0,0.01074884737444843,0.04258784666423687,0.004569588606896226
413582,3400582,0,0.20687971112271678,0.06528559072619693,0.14356119796265646
413583,3400583,0,0.006676937380349949,0.010536098176527401,0.0069698277629920155
413584,3400584,0,0.0005506760173813028,0.003617995340999609,0.0007938754036689188
413585,3400585,0,0.0007370409464021208,0.007483469282762029,0.0011988378209140298
413586,3400586,0,0.0025596996039544246,0.004449039122004817,0.0024953800424974784
413587,3400587,0,0.008959991361561847,0.02628035060094244,0.004049265100389936
413588,3400588,0,0.0007038811545672829,0.0023102412551758806,0.0008973083774917925
413589,3400589,0,0.02014931583245047,0.04411723349085174,0.02091418912256596
413590,3400590,0,0.0009183945153886364,0.010457265717234569,0.0014698168749429582
413591,3400591,0,0.003590948858712631,0.003984452574264939,0.0020022379796800507
413592,3400592,0,0.007166699371144298,0.009059560773960808,0.002776544264839403
413593,3400593,0,0.025329383199850744,0.013094691014515337,0.026222123357760762
413594,3400594,0,0.003571133109354335,0.005203959131736377,0.004204612637673675
413595,3400595,0,0.0002927317260989691,0.0020833724766522906,0.00041051240881106267
413596,3400596,0,0.022815973679959776,0.08017859548419948,0.026484342803434195
413597,3400597,0,0.0071713515309916685,0.03642559456381646,0.012165196918792448
413598,3400598,0,0.012365963617424421,0.01295127681681154,0.00513044440162114
413599,3400599,0,0.006199048417436504,0.007182001486796928,0.0018556505365993415
413600,3400600,0,0.0078496821207139,0.03850196071249452,0.012979149830055865
413601,3400601,0,0.001154978034852229,0.0034501472349912563,0.0015014527722264069
413602,3400602,0,0.013522012968399406,0.007044508653623293,0.006036995923601222
413603,3400603,0,0.003234440634418277,0.006604810132771273,0.004359574928035173
413604,3400604,0,0.006857659730574341,0.04347514040320853,0.011864117755013595
413605,3400605,0,0.03605778180308113,0.008381191341015209,0.035790323901151284
413606,3400606,0,0.0019006953780970788,0.003358562355733336,0.0010276804374530217
413607,3400607,0,0.018231316883514377,0.024567595878634836,0.007892240014755249
413608,3400608,0,0.0025722497387001574,0.0067869667208268715,0.0021633429423098278
413609,3400609,0,0.0003762002081618251,0.00374239048318965,0.0005711916857480925
413610,3400610,0,0.00400432540568881,0.00420792599877996,0.0047053268093921186
413611,3400611,0,0.007423966853617986,0.005474148508402761,0.008452544128190482
413612,3400612,0,0.012660309270634504,0.08155940080285529,0.015198403599545586
413613,3400613,0,0.14462368489075725,0.034709747539534354,0.15501264790405198
413614,3400614,0,0.025575486250002274,0.01616669002476712,0.02937480018006201
413615,3400615,0,0.0028957255527187363,0.0058458166843077,0.003742869828539364
413616,3400616,1,0.7112895642925915,0.063787438761812,0.685171551994118
413617,3400617,0,0.0013149958441112893,0.0030363042427448065,0.0015515984701364803
413618,3400618,0,0.001942456167268239,0.004626029336756876,0.0024439378302827212
413619,3400619,0,0.00629688929495226,0.00404996577658351,0.0017380621396199806
413620,3400620,0,0.0030389124309633422,0.006408183403778201,0.0038764717872465464
413621,3400621,0,0.001581745362544352,0.010043181664523497,0.002367797555578501
413622,3400622,0,0.023095730696980815,0.02198341245156301,0.02924799929319041
413623,3400623,0,0.0058527269360851555,0.006478866781903095,0.0024081028099267134
413624,3400624,0,0.0022916528205706318,0.005298812590123882,0.0021088667438002077
413625,3400625,0,0.011017606805255396,0.006263220654989028,0.006890002637183862
413626,3400626,0,0.0015578498612143694,0.006973161483768621,0.0021706345747968215
413627,3400627,0,0.011043821158921727,0.016938765016004827,0.013283608158195652
413628,3400628,0,0.00938279138744948,0.009541177022686516,0.006144336470314596
413629,3400629,0,0.005971593103348949,0.005430507606642362,0.006023031988855004
413630,3400630,0,0.0016278458916231598,0.005329235529389772,0.0021975633544511607
413631,3400631,0,0.061076130287001984,0.3604908133786366,0.1306825831452291
413632,3400632,0,0.009775123779147826,0.00669782919538301,0.009445962287388346
413633,3400633,0,0.0004915915848439251,0.0026326528711153614,0.000655037094015281
413634,3400634,0,0.12445486258313337,0.0383258716280477,0.04368948454708371
413635,3400635,0,0.0007819309556774798,0.007089516230985,0.001211904440898596
413636,3400636,0,0.006329693941473369,0.004471269507519118,0.0060688273991910254
413637,3400637,0,0.05600155031323948,0.18786097780825292,0.09921123507501212
413638,3400638,0,0.004169755829474944,0.004904404233927296,0.0046428579203156226
413639,3400639,0,0.0014254246693753978,0.015883673451914757,0.002427397584142801
413640,3400640,0,0.0010597907847505101,0.002439635081617528,0.0012926169452246552
413641,3400641,0,0.0004874253110021764,0.02008787093730789,0.0010629151015907985
413642,3400642,0,0.0013537099555150124,0.005388357173447783,0.0018311799394426411
413643,3400643,0,0.002690548189907239,0.004787741313752964,0.0033675746647449526
413644,3400644,0,0.015320198800533794,0.012024951164204335,0.019176184231383894
413645,3400645,0,0.0012264606529429453,0.0024916862498487453,0.0014581360653324108
413646,3400646,0,0.0019100913671355585,0.0043023196974089056,0.0024489559129590283
413647,3400647,0,0.005473872124559799,0.051100450636029006,0.01040687415939936
413648,3400648,0,0.004015582128222007,0.004270630232202001,0.00446119429960373
413649,3400649,0,0.00036530141924079974,0.002779284676613891,0.0005061018280551616
413650,3400650,0,0.02004401519373216,0.08835824675843838,0.03557500371702434
413651,3400651,0,0.0012868378083461213,0.0028730670901152573,0.0007667086609255966
413652,3400652,0,0.012242938429534606,0.026023494397575526,0.011427515700742248
413653,3400653,0,0.007013505787461871,0.0024583974709827356,0.0038880805208235925
413654,3400654,0,0.018539807684609524,0.019501283736757337,0.02427556595080917
413655,3400655,0,0.00437002370857591,0.00448245985558883,0.0025739326776569073
413656,3400656,0,0.00506435683626909,0.003487638890979059,0.004607458782433697
413657,3400657,0,0.003425002009567454,0.05246932994808002,0.004312030647053039
413658,3400658,0,0.002467816304657151,0.02548164426136934,0.004598207346012937
413659,3400659,0,0.060225101940947746,0.21621170414150365,0.10920154996140112
413660,3400660,0,0.009693432109884582,0.02789358267379343,0.01323393513650742
413661,3400661,0,0.0015883852155291315,0.002703506235924102,0.001832562897583078
413662,3400662,0,0.0013883470734017158,0.005797514061731221,0.0019673665748602027
413663,3400663,0,0.009589289402069073,0.004123209559353151,0.009621114088256258
413664,3400664,0,0.01803273108108802,0.009215960894319909,0.01873067279390127
413665,3400665,0,0.031068613648338586,0.004151307559817939,0.014271938767529245
413666,3400666,1,0.7670209642923863,0.8479186294319992,0.7892349278883148
413667,3400667,0,0.002238326924928682,0.003916465821484508,0.0027406654453221465
413668,3400668,1,0.8172108399313127,0.7580001723425899,0.8367217730867699
413669,3400669,0,0.007490509773096811,0.0039819796001550785,0.003639772942537404
413670,3400670,0,0.0017246167161626231,0.018689366124261357,0.0030990134641851953
413671,3400671,0,0.008800280214156063,0.008921016824936798,0.010286510874613464
413672,3400672,0,0.0047994043967794576,0.004205618851636556,0.0036910095713844197
413673,3400673,0,0.01791803379894542,0.0171838838608739,0.013936199075872398
413674,3400674,0,0.004009020609720629,0.00756008295188408,0.005139647698236936
413675,3400675,0,0.0017890571000018646,0.008669790692506446,0.0027646395958170963
413676,3400676,0,0.004564803964299244,0.27974956559529407,0.009046378326823014
413677,3400677,0,0.002883111655919243,0.004826196519264718,0.0034844185163322924
413678,3400678,0,0.0376481215076861,0.031521655574600106,0.030461029186783357
413679,3400679,0,0.019430786072423326,0.018166853835430832,0.01679733912337865
413680,3400680,0,0.001429904432291177,0.005713358668911844,0.0020105858400918967
413681,3400681,0,0.0018715775650065315,0.005383797460628458,0.002509539326311913
413682,3400682,0,0.016640815235912924,0.027764566003278063,0.023823244620526693
413683,3400683,0,0.0015248330203060717,0.006902147720931995,0.0022777630011146365
413684,3400684,0,0.06061910232592553,0.1388738837587387,0.10157793532987056
413685,3400685,0,0.0048104918150706855,0.005115532412699846,0.005661344456714668
413686,3400686,0,0.00393568454824556,0.09686298950947016,0.009068187946921687
413687,3400687,0,0.005270770065083607,0.011698586965182748,0.007382758151531338
413688,3400688,0,0.0007865560948724663,0.011794346950154438,0.001242550971266731
413689,3400689,0,0.001509248129981824,0.013192911783951088,0.002477943492541518
413690,3400690,0,0.0015011942868130308,0.010798703999990101,0.002356663667700756
413691,3400691,0,0.0029550385379039927,0.008266658787338559,0.0016294569206829397
413692,3400692,0,0.00706362588631096,0.014489792884293654,0.007435384891106658
413693,3400693,0,0.00027941258616209227,0.008677232298576957,0.0005349042346065193
413694,3400694,0,0.002853233984835779,0.023901574761319197,0.0031721209259012563
413695,3400695,0,0.0012831255599197783,0.002340447982531253,0.0015207344915316022
413696,3400696,0,0.0064053305885603245,0.004515495791436812,0.007068551579132736
413697,3400697,0,0.0019442344541724876,0.003622101470173412,0.0023151035368671187
413698,3400698,0,0.00225141119199753,0.022744932962454525,0.0040903505207467526
413699,3400699,0,0.0006099155363701188,0.00297181788325673,0.0008270604004282115
413700,3400700,0,0.005397901887202797,0.012731649295850187,0.007622299005051037
413701,3400701,0,0.0019767411851280927,0.005411637926522486,0.0027044555457328987
413702,3400702,0,0.0009901035331321745,0.01168345153101599,0.00166810510183536
413703,3400703,0,0.03262750607801769,0.003201386752863587,0.019176844266502624
413704,3400704,0,0.0014954766351856941,0.0039878206812636085,0.001966704996234286
413705,3400705,0,0.042893071166092436,0.12905337445167375,0.07464063196109348
413706,3400706,0,0.0004626166320729162,0.010583565407345494,0.0007337404405319739
413707,3400707,0,0.00455627248873904,0.0026041081858031723,0.004523483068565285
413708,3400708,0,0.0004013085096331013,0.0035769935566197807,0.0005965211756326395
413709,3400709,0,0.02797608799878077,0.0060382687311350755,0.01940555900040396
413710,3400710,0,0.007568117842555394,0.014534255234084248,0.010628577607275294
413711,3400711,0,0.014893308126673915,0.016497957697714376,0.008683528023932982
413712,3400712,0,0.06983940786314326,0.07278744346944369,0.04996871683719437
413713,3400713,0,0.005264614174077265,0.06825342832498961,0.011082672580907746
413714,3400714,0,0.005387564778193403,0.004508829745025471,0.005698751526279922
413715,3400715,0,0.0010054838731956217,0.0032910092314549343,0.0007576357412951692
413716,3400716,0,0.0012195318511665743,0.002691278288535069,0.0015190536583154562
413717,3400717,0,0.016796790835594686,0.005748796700399752,0.016890178019616963
413718,3400718,0,0.06358913526023767,0.044473890682759615,0.05683598335991842
413719,3400719,0,0.004443956651148088,0.00560625854126077,0.002210650438613563
413720,3400720,0,0.005874069522893892,0.10070427724387492,0.013021767891890386
413721,3400721,0,0.00513134524802921,0.0066387389510272204,0.0029388206144122845
413722,3400722,0,0.007755915409899204,0.027443285806283555,0.012203386497094279
413723,3400723,0,0.0006453011397649872,0.0023668735380622105,0.0008022986331934773
413724,3400724,0,0.0007255356810527905,0.0028405323861293874,0.00095275276894636
413725,3400725,0,0.0044645748039425885,0.00724818121152198,0.005737281084611088
413726,3400726,0,0.004414249768151556,0.01264584792633892,0.0065450354047463894
413727,3400727,0,0.023118603712849715,0.03678941439921037,0.018737622819589034
413728,3400728,0,0.5456233188499099,0.03407164884379179,0.4000722368364206
413729,3400729,0,0.0005825988551467722,0.004285727773421497,0.0008165947919801283
413730,3400730,0,0.0020572045863979246,0.0033757394720996545,0.0010046427369057975
413731,3400731,0,0.0006807072479577984,0.0021112037482049506,0.0008468559970620833
413732,3400732,0,0.007442325332072729,0.004155037356395607,0.006584332738172695
413733,3400733,0,0.013185474714939006,0.035956804122530085,0.01206323925135773
413734,3400734,1,0.03663335040632842,0.06039043703116727,0.05593985042448409
413735,3400735,0,0.011329418482799941,0.006830528549640267,0.012845583067449524
413736,3400736,0,0.000679791971917623,0.0106990535540557,0.0010284342681269958
413737,3400737,0,0.01209664402271037,0.010965271210808362,0.015427760051782454
413738,3400738,0,0.00047672021290919134,0.0034461446415348044,0.0006524065136252377
413739,3400739,0,0.001669777604097557,0.006105920109466266,0.002404575865052949
413740,3400740,0,0.011165332335197958,0.006883012368284862,0.012610961417241549
413741,3400741,0,0.0032931974933450067,0.02962942381122221,0.005991160973871577
413742,3400742,0,0.0006514064401924893,0.012303811842997179,0.0012078360472500766
413743,3400743,0,0.006481521903867306,0.004338458224464299,0.006639961022883994
413744,3400744,0,0.007912734938711304,0.005769817949637848,0.00897539643405991
413745,3400745,0,0.021017882101143862,0.08648454062970588,0.03774886084272476
413746,3400746,0,0.032612191539225004,0.008275890930984051,0.02209073242625297
413747,3400747,0,0.002790896994775936,0.0026048984439573193,0.0029477529711425805
413748,3400748,0,0.0020947371557210456,0.002908380441036362,0.002326254395954942
413749,3400749,0,0.003508981920174081,0.011010758484908586,0.003283328751532494
413750,3400750,0,0.013945343927375555,0.023367627483754448,0.020269731773603892
413751,3400751,0,0.002384687222751599,0.005497428650454805,0.0025344078290564166
413752,3400752,1,0.9809542086086754,0.7861754393734882,0.9877304067746878
413753,3400753,0,0.00218036780383479,0.004187343574843832,0.0027095533327317137
413754,3400754,0,0.0070722361056643175,0.03164827003451671,0.010770524895564756
413755,3400755,0,0.0007749285715016114,0.0030980675310473445,0.000978581246534832
